argF	P06960	argF		b0273	JW0266	OTC2_ECOLI	Cytoplasm. 	Evidence at protein level	ATCase/OTCase family	Ornithine carbamoyltransferase chain F (EC 2.1.3.3) (OTCase-2)	GO:0016597; GO:0006526; GO:0004585; GO:0009348	Amino-acid biosynthesis; Arginine biosynthesis; Complete proteome; Cytoplasm; Direct protein sequencing; Transferase	334	=HYPERLINK("http://www.uniprot.org/uniprot/?query=argF&sort=score")
insL2	P0CF92	insL2		b0582	JW0572	INSL2_ECOLI		Inferred from homology	Transposase 11 family	Putative transposase InsL for insertion sequence element IS186B	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	370	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insL2&sort=score")
insL3	P0CF93	insL3		b2394	JW5390	INSL3_ECOLI		Inferred from homology	Transposase 11 family	Putative transposase InsL for insertion sequence element IS186C	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	370	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insL3&sort=score")
insN1	P75679	insN1		b0255	JW5024	INSN1_ECOLI		Inferred from homology	Transposase 8 family	Transposase insN for insertion sequence element IS911A	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	134	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insN1&sort=score")
insN2	P39212	insN2		b4283	JW5771	INSN2_ECOLI		Inferred from homology	Transposase 8 family	Transposase insN for insertion sequence element IS911B	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	100	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insN2&sort=score")
insO1	P75680	insO1		b0257	JW0247	INSO1_ECOLI		Uncertain		Putative transposase insO for insertion sequence element IS911A	GO:0032196	Complete proteome; Transposable element; Transposition	141	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insO1&sort=score")
insO2	Q47718	insO2		b4285		INSO2_ECOLI		Uncertain		Putative transposase insO for insertion sequence element IS911B	GO:0003677; GO:0015074; GO:0006310; GO:0032196	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	198	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insO2&sort=score")
insQ	P76102	insQ	tnpB ydcM	b1432	JW5228	INSQ_ECOLI		Inferred from homology	Transposase 2 family; Transposase 35 family	Putative transposase InsQ for insertion sequence element IS609	GO:0003677; GO:0006310; GO:0046872; GO:0032196	Complete proteome; DNA recombination; DNA-binding; Metal-binding; Transposable element; Transposition; Zinc	382	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insQ&sort=score")
insA1	P0CF07	insA1		b0022	JW0021	INSA1_ECOLI		Inferred from homology	IS1 elements insA family	Insertion element IS1 1 protein insA (IS1a)	GO:0003677; GO:0045449; GO:0006313	Complete proteome; DNA recombination; Transposable element; Transposition	91	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insA1&sort=score")
insA2	P0CF08	insA2		b0265	JW0257	INSA2_ECOLI		Inferred from homology	IS1 elements insA family	Insertion element IS1 2 protein insA (IS1b)	GO:0003677; GO:0045449; GO:0006313	Complete proteome; DNA recombination; Transposable element; Transposition	91	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insA2&sort=score")
insA3	P0CF09	insA3		b0275	JW0269	INSA3_ECOLI		Inferred from homology	IS1 elements insA family	Insertion element IS1 3 protein insA (IS1c)	GO:0003677; GO:0045449; GO:0006313	Complete proteome; DNA recombination; Transposable element; Transposition	91	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insA3&sort=score")
insA4	P0CF10	insA4		b4516	JW0971	INSA4_ECOLI		Inferred from homology	IS1 elements insA family	Insertion element IS1 4 protein insA (IS1d)	GO:0003677; GO:0045449; GO:0006313	Complete proteome; DNA recombination; Transposable element; Transposition	91	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insA4&sort=score")
insA5	P0CF11	insA5		b1894		INSA5_ECOLI		Inferred from homology	IS1 elements insA family	Insertion element IS1 5 protein insA (IS1h)	GO:0003677; GO:0045449; GO:0006313	Complete proteome; DNA recombination; Transposable element; Transposition	91	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insA5&sort=score")
insA6	P0CF12	insA6		b3444	JW3408	INSA6_ECOLI		Inferred from homology	IS1 elements insA family	Insertion element IS1 6 protein insA (IS1e)	GO:0003677; GO:0045449; GO:0006313	Complete proteome; DNA recombination; Transposable element; Transposition	91	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insA6&sort=score")
insA7	P19767	insA7		b4294	JW4254	INSA7_ECOLI		Inferred from homology	IS1 elements insA family	Insertion element IS1 7 protein insA (IS1f)	GO:0006313	Complete proteome; DNA recombination; Transposable element; Transposition	91	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insA7&sort=score")
insB1	P0CF25	insB1		b0021	JW0020	INSB1_ECOLI		Inferred from homology	Transposase 27 family	Insertion element IS1 1 protein insB (IS1a)	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; Transposable element; Transposition	167	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insB1&sort=score")
insB2	P0CF26	insB2		b0264	JW0256	INSB2_ECOLI		Inferred from homology	Transposase 27 family	Insertion element IS1 2 protein insB (IS1b)	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; Transposable element; Transposition	167	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insB2&sort=score")
insB3	P0CF27	insB3		b0274	JW0268	INSB3_ECOLI		Inferred from homology	Transposase 27 family	Insertion element IS1 3 protein insB (IS1c)	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; Transposable element; Transposition	167	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insB3&sort=score")
insB4	P57998	insB4		b0988	JW0972	INSB4_ECOLI		Inferred from homology	Transposase 27 family	Insertion element IS1 4 protein insB (IS1d)	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; Transposable element; Transposition	167	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insB4&sort=score")
insB5	P0CF28	insB5		b1893		INSB5_ECOLI		Inferred from homology	Transposase 27 family	Insertion element IS1 5 protein insB (IS1h)	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; Transposable element; Transposition	167	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insB5&sort=score")
insB6	P0CF29	insB6		b3445	JW3409	INSB6_ECOLI		Inferred from homology	Transposase 27 family	Insertion element IS1 6 protein insB (IS1e)	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; Transposable element; Transposition	167	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insB6&sort=score")
insJ	P19768	insJ		b3557	JW3527	INSJ_ECOLI		Inferred from homology	IS150/IS1296 orfA family	Insertion element IS150 uncharacterized 19.7 kDa protein (ORFA)		Complete proteome; Transposable element	173	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insJ&sort=score")
tnpA	Q00037	tnpA		ECOK12F010		TNPA_ECOLI		Inferred from homology	Transposase 7 family	Transposase for transposon gamma-delta (Transposon Tn1000 transposase)	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Plasmid; Transposable element; Transposition	1002	=HYPERLINK("http://www.uniprot.org/uniprot/?query=tnpA&sort=score")
ybfL	P75741	ybfL		b0705	JW0695	YBFL_ECOLI		Uncertain	Transposase 11 family	Putative protein ybfL (H repeat-associated protein in rhsC-phrB intergenic region) (ORF-H2)	GO:0003677; GO:0004803; GO:0006313	Complete proteome	378	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ybfL&sort=score")
ybfQ	Q2EEQ8	ybfQ		b4514	JW0694	YBFQ_ECOLI		Uncertain		Putative defective transposase ybfQ		Complete proteome	84	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ybfQ&sort=score")
yhgA	P31667	yhgA		b3411	JW3374	YHGA_ECOLI		Inferred from homology	YadD/yfaD/yhgA/yjiP family	Uncharacterized protein yhgA		Complete proteome	292	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yhgA&sort=score")
yjiP	P39387	yjiP	yjiQ	b4339	JW4302	YJIP_ECOLI		Uncertain	YadD/yfaD/yhgA/yjiP family	Putative uncharacterized protein yjiP	GO:0005515	Complete proteome	306	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yjiP&sort=score")
yncI	P76119	yncI	yncM	b1459	JW1453 JW5237	YNCI_ECOLI		Uncertain	Transposase 11 family	Putative transposase yncI	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	374	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yncI&sort=score")
intQ	P76168	intQ		b1579	JW1571	INTQ_ECOLI		Uncertain	'phage' integrase family	Putative lambdoid prophage Qin defective integrase (Fragment)	GO:0003677; GO:0015074; GO:0006310; GO:0005515	Complete proteome; DNA integration; DNA recombination	385	=HYPERLINK("http://www.uniprot.org/uniprot/?query=intQ&sort=score")
intG	P76323	intG		b1936		INTG_ECOLI		Uncertain	'phage' integrase family	Putative lambdoid prophage defective integrase	GO:0015074; GO:0006310	Complete proteome; DNA integration; DNA recombination	92	=HYPERLINK("http://www.uniprot.org/uniprot/?query=intG&sort=score")
rhsC	P16918	rhsC		b0700	JW0689	RHSC_ECOLI		Evidence at protein level	RHS family	Protein rhsC	GO:0005515	Complete proteome; Repeat	1397	=HYPERLINK("http://www.uniprot.org/uniprot/?query=rhsC&sort=score")
yibJ	P32109	yibJ		b3595	JW5647	YIBJ_ECOLI		Uncertain	RHS family	Putative uncharacterized protein yibJ		Complete proteome	233	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yibJ&sort=score")
rhsE	P24211	rhsE		b1456	JW1451	RHSE_ECOLI		Uncertain	RHS family	Putative protein rhsE		Complete proteome	682	=HYPERLINK("http://www.uniprot.org/uniprot/?query=rhsE&sort=score")
ybfO	P77779	ybfO		b0703	JW0692	YBFO_ECOLI		Uncertain	RHS family	Putative uncharacterized protein ybfO		Complete proteome; Repeat	477	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ybfO&sort=score")
fimB	P0ADH5	fimB		b4312	JW4275	FIMB_ECOLI		Inferred from homology	'phage' integrase family	Type 1 fimbriae regulatory protein fimB	GO:0003677; GO:0015074; GO:0006310; GO:0045449; GO:0006350	Complete proteome; DNA integration; DNA recombination; Fimbrium biogenesis; Transcription; Transcription regulation	200	=HYPERLINK("http://www.uniprot.org/uniprot/?query=fimB&sort=score")
fliZ	P52627	fliZ	yedH	b1921	JW1906	FLIZ_ECOLI		Evidence at transcript level	Integrase_SAM-like_N_phage.	Regulator of sigma S factor FliZ	GO:0003677; GO:0015074; GO:0016989	Complete proteome	183	=HYPERLINK("http://www.uniprot.org/uniprot/?query=fliZ&sort=score")
ychG	P30192	ychG		b4573	JW1227 JW5883	YCHG_ECOLI		Uncertain	Transposase_11	Putative uncharacterized protein ychG	GO:0003677; GO:0004803; GO:0006313	Complete proteome	299	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ychG&sort=score")
