EG	GN	ECK	SP	WISC	CG	GI	JW	ASAP	EB	Type	Status	Len	Ori	LeftEnd	RightEnd	Cs	Syn	MN	Description	Comments	MW	
EG12653	ycjD	ECK1284	P45736	b1289	Null	g1787546	JW1282	4333	EB2523	aa	OK	117	Counterclockwise	1349431	1349784	29.08	Null	Systematic nomenclature	Function unknown	ycjD has bacterial homologs.	13988.83
EG12656	mdaB	ECK3019	P0AEY5	b3028	CG53544	g1789406	JW2996	9946	EB2524	aa	OK; Verified[1]	193	Clockwise	3170552	3171133	68.34	mda66	Modulator of drug activity	FMN-dependent NADH-quinone reductase; MdaB and YgiN form an enzymatic quinone reduction-oxidation cycle in vitro; possibly mitigates toxicity of quinols and quinones in vivo; dimeric	MdaB overexpression results in resistance to cytotoxic drugs including adriamycin, etoposide and the tumoricidal agent DMP 840. Induced 25-fold by 2-methylene-4-butyrolactone and 2-methyl-1,4-naphthoquinone (menadione). mdaB is in an operon with ygiN. Reduces menadione to menadiol. May have some nitroreductase activity. Paradoxically also reported to be NADPH-specific.	21890.91
EG12657	ygiN	ECK3020	P0ADU2	b3029	Null	g1789407	JW2997	9948	EB2525	aa	OK; Verified[0]	104	Clockwise	3171164	3171478	68.35	Null	Systematic nomenclature	Quinol monooxygenase; MdaB and YgiN form an enzymatic quinone reduction-oxidation cycle in vitro; expressed protein	YgiN is structurally similar to YdhR and the ActVA-Orf6 hydroxyquinone monooxygenase. YgiN was able to reoxidize menadiol, a product of MdaB, back to menadione. YgiN is in an operon with mdaB.	11532.39
EG12659	yceJ	ECK1042	P75925	b1057	Null	g1787296	JW1044	3585	EB2526	aa	OK	188	Counterclockwise	1117703	1118269	24.09	Null	Systematic nomenclature	Cytochrome b561 homolog, function unknown	Null	20736.40
EG12661	gltJ	ECK0647	P0AER3	b0654	CG49541	g1786874	JW0649	2239	EB2527	aa	OK	246	Counterclockwise	685152	685892	14.77	Null	Glutamate	Glutamate, aspartate ABC transporter permease	Null	27502.68
EG12662	gltK	ECK0646	P0AER5	b0653	CG49537	g1786873	JW0648	2234	EB2528	aa	OK	224	Counterclockwise	684478	685152	14.75	Null	Glutamate	Glutamate, aspartate ABC transporter permease	Null	24914.73
EG12663	gltL	ECK0645	P0AAG3	b0652	CG49528	g1786872	JW0647	2232	EB2529	aa	OK	241	Counterclockwise	683753	684478	14.74	Null	Glutamate	Glutamate, aspartate ABC transporter ATP-binding protein	Null	26661.10
EG12664	flgM	ECK1056	P0AEM4	b1071	CG53436	g1787311	JW1058	3634	EB2530	aa	OK	97	Counterclockwise	1129058	1129351	24.33	mviS	Flagella	Anti-sigma 28 (FliA) factor; regulator of FlhD	Flk prevents premature FlgM secretion. FlgM function is stopped when it is secreted into the periplasm or the medum. FlgM is characterized primarily in Salmonella; the fMet of Salmonella FlgM is clipped. yceN was identified as one of two ORFs adjacent to the flg locus in a region originally named mviS, then renamed mviN and mviM when sequenced; mviMN was thought to be required for mouse virulence in Salmonella, but the mviMN deletion in ST39 also removed flgM (Carsiotis, 1989). flgM was later shown to be able to complement the mviS phenotype, and thus flgM is the real mouse virulence gene mviS in this region of the Salmonella chromosome (Schmitt, 1994).	10340.59
EG12665	flgN	ECK1055	P43533	b1070	CG53440	g1787310	JW1057	3632	EB2531	aa	OK	138	Counterclockwise	1128637	1129053	24.33	Null	Flagella	Initiation of flagellar filament assembly	Null	15866.91
EG12666	lpxH	ECK0517	P43341	b0524	CG76106	g1786735	JW0513	1804	EB2532	aa	OK	240	Counterclockwise	552441	553163	11.91	ybbF	Lipid A expression/biosynthesis	Lipid A synthesis, UDP-2,3-diacylglucosamine pyrophosphatase	Null	26894.18
EG12667	uidR	ECK1613	P0ACT6	b1618	Null	g1787904	JW1610	5415	EB2533	aa	OK	196	Counterclockwise	1694486	1695076	36.52	gusR	hexUronIDes	Transcriptional repressor for uidABC(gusABC)	TetR family.	21799.14
EG12668	uidC	ECK1610	Q47706	b1615	Null	g87081946	JW1607	5405	EB2534	aa	OK; Verified[23]	421	Counterclockwise	1689610	1690875	36.42	gusC	hexUronIDes	Enhances UidB-mediated glucuronide transport; putative OM porin	UidC(GusC) is related to the PorD porin of P. aeruginosa. The gusC gene was renamed uidC to match uidABR. The overexpressed protein (from native RBS signals) from the non-K-12 strain CE1 was experimentally characterized and its mature protein was N-terminally sequenced. ybfM and uidC are paralogs. The GTG at codon 5 could be an alternative start.	46647.67
EG12669	solA	ECK1044	P40874	b1059	CG50669	g1787298	JW1046	3590	EB2535	aa	OK	372	Counterclockwise	1118691	1119809	24.11	Null	Sarcosine oxidase-like	N-methyltryptophan oxidase, FAD-containing; monomeric	SolA has weak activity on carbinolamines, sarcosine and other secondary amino acids.  True physiological substrate is unknown.  Cys308 is the probable FAD attachment site.  Mass spectral analysis gives an observed MW of 41684 daltons. FAD-SolA holoenzyme MW is predicted as 41688, indicating the sequence and start codon is correct and that the initial Met is not clipped.	40902.00
EG12670	dinI	ECK1046	P0ABR1	b1061	CG53428	g1787300	JW1048	3599	EB2536	aa	OK	81	Counterclockwise	1120465	1120710	24.15	Null	Damage inducible	Stabilizes RecA filaments; multicopy suppressor of dinD cold-sensitive filamentous phenotype; possible ssDNA mimic	DinI inhibits RecA co-protease activity of UmuD, but not LexA.  DinI   (positive) directly competes with RecX (negative) as modulators of RecA function.	8948.98
EG12671	pmrD	ECK2253	P37590	b2259	CG53494	g87082076	JW2254	7468	EB2537	aa	ALT_INIT[-10]	88	Counterclockwise	2371294	2371560	51.11	Null	Polymyxin B resistance	Inactive two-component system connector protein ortholog; active Salmonella PmrD blocks dephosphorylation of PmrA(BasR) by PmrB(BasS)	In Salmonella but not E. coli, low Mg(2+) PhoP-activated PmrD controls PmrA(BasR)/PmrB(BasS) activity post-translationally by binding to phospho-PmrA(BasR) and inhibiting its dephosphorylation but not its phosphotransfer, connecting the PhoPQ and PmrAB two-component systems and allowing for an amplified and persistent PmrAB response (Kato, 2007). E. coli pmrD is induced by low Mg(2+) in a PhoP-dependent manner, thus the E. coli prmD product itself is non-functional, as shown by the fact that replacing the E. coli chromosomal prmD with the Salmonella prmD confers the Salmonella low Mg(2+) response to E. coli (Winfield, 2004). Although PmrA represses pmrD transcription in Salmonella, pmrD is not regulated by pmrA in E. coli (Winfield, 2004). A Salmonella prmD mutation eliminates the polymyxin B resistance induced in low Mg(2+), and this defect is corrected by a complementing Salmonella prmD+ clone (Kox, 2000); prmD+ E. coli K-12 does not show low Mg(+2)-induced polymyxin B resistance at all (Kato, 2007). However, citing their unpublished results, Kox (2000) report that E. coli K-12 prmD can fully rescue the Salmonella prmD defect, and they conclude that prmD is functional. Although this experimental result is not refuted, repeated or discussed in Kato (2007), it seems as if this unpublished observation has been retracted. PhoPQ regulon. 	9870.51
EG12672	tpx	ECK1320	P0A862	b1324	CG46706	g1787584	JW1317	4442	EB2538	aa	OK; Verified[1]	168	Counterclockwise	1386329	1386835	29.88	yzzJ	Thiol peroxidase	Lipid hydroperoxide peroxidase; thiol peroxidase, antioxidant, thioredoxin-dependent; peroxiredoxin; scavengase P20; induced by acid or base	Binds TrxA (Kumar, 2004). although initially reported to be a periplasmic enzyme, the formation of a mixed-disulfide complex with TrxA indicates a cytoplasmic localization (Tao, 2008).	17835.32
EG12674	uspF	ECK1371	P37903	b1376	Null	g87081893	JW1370	4605	EB2539	aa	ALT_INIT[-24]; Verified[0]	144	Counterclockwise	1433209	1433643	30.89	ynaF;yzzL	Universal stress protein	Stress-induced protein, binds ATP; dimer	NMR solution structure determined for E. coli UspF(YnaF) (Saveanu, 2002). otherPDB (M. jannaschii): 1MJH.	16016.53
EG12675	ygaU	ECK2659	P0ADE6	b2665	Null	g1789019	JW2640	8767	EB2540	aa	OK; Verified[1]	149	Counterclockwise	2794359	2794808	60.23	yzzM	Systematic nomenclature	Function unknown	Salmonella ortholog regulated by RpoS.	16063.12
EG12676	bamA	ECK0176	P0A940	b0177	CG95286	g1786374	JW0172	605	EB2541	aa	OK; Verified[20]	810	Clockwise	197928	200360	4.27	ecfK;omp85(N.m.);yaeT;yzzN;yzzY	Beta-barrel assembly machine	Outer membrane protein assembly factor, forms pores; required for OM biogenesis; in BamABCD OM protein complex; has a C-terminal beta-barrel OM protein domain and an N-terminal periplasmic domain	bamA is an essential gene. The ATG at codon 3 could be the true start codon. bamA is the last gene in the ispU-cdsA-rseP-bamA operon. HT_Cmplx49_Mem: DamX+BamA. ytfM and bamA are paralogs. Inner membrane localization may indicate binding to an inner membrane protein or cross-contamination (Lopez-Campistrous , 2005).	90552.77
EG12677	iscS	ECK2527	P0A6B7	b2530	CG60882	g48994898	JW2514	8324	EB2542	aa	ALT_INIT[-8]; Verified[0]	404	Counterclockwise	2658339	2659553	57.30	nuvC;yfhO;yzzO	Iron-sulfur cluster	Cysteine desulfurase, PLP-dependent; used in synthesis of Fe-S clusters and 4-thiouridine; ThiI transpersulfidase; TusA transpersulfidase; pyridoxal phosphate cofactor linked to Lys206	IscS desulfurase from cysteine via a Cys328 persulfide to binding partners as a transpersulfidase with ThiI Cys456 for tRNA s(4)U8 modification and with TusA Cys19 to thiolate tRNA U34. IscS has selenocysteine lyase activity in vitro. Two components Factor A (NuvA, 9.3) and Factor B (NuvB, ~45') were originally shown to be required for tRNA s(4)U8 modification with NuvC being the pyridoxal phosphate requiring factor; despite the mapping discrepancy it seems likely that IscS (57.3') is Factor C (NuvC) and ThiI (9.3') is Factor A (NuvA) (Kambampati, 2000). IscU and IscS form a complex (Agar, 2000; Tokumoto, 2002; Kato, 2002; Prischi, 2010). The IscU-IscS complex is stabilized by a covalent disifide bond between Cys328 of IscS and Cys63 of IscU (Kato, 2002). IscU has been classified as a "complex-orphan" protein that is largely unstructured unless bound to a partner, i.e. IscS (Prischi, 2010). 2/409 peptide masses from MS analysis indicate that a start codon eight codons upstream is utilized, but this conflicts with protein sequencing results (Maillet, 2007).	45089.50
EG12678	znuA	ECK1858	P39172	b1857	CG52879	g87081990	JW5831	6191	EB2543	aa	OK; Verified[26]	310	Counterclockwise	1939675	1940607	41.81	yebL;yzzP	Zn uptake	High-affinity ABC transport system for zinc, periplasmic	Mutations in znuA have increased motility in the presence of high [NaCl], which normally suppresses motility (Girgis, 2007). 	33777.38
EG12679	yeaD	ECK1778	P39173	b1780	Null	g87081973	JW1769	5923	EB2544	aa	ALT_INIT[-7]; Verified[0]	294	Clockwise	1861874	1862758	40.13	yzzQ	Systematic nomenclature	Function unknown, mutarotase homolog, low abundance protein	Downregulated twofold by GSNO in defined medium (aerobic). otherPDB (S. typhimurium): 2HTA, 2HTB.	32666.09
EG12680	fliY	ECK1919	P0AEM9	b1920	CG49936	g1788228	JW1905	6392	EB2545	aa	OK; Verified[29]	266	Counterclockwise	1997609	1998409	43.05	yzzR	Flagella	Cystine-binding protein, periplasmic; part of a L-cysteine/L-cystine shuttle system confering hydrogen peroxide resistance; not required for motility; may regulate FliA (sigma 28)	EamA(YdeD) and FliY constitute a L-cysteine/L-cystine shuttle system confering hydrogen peroxide resistance; FliY and an unknown membrane import permease partner mediate the import of cystine, oxidized cysteine, from the periplasm to the cytoplasm to regenerate cysteine; eamA(ydeD), eamB(yfiK) and fliY are induced by hydrogen peroxide and cysteine (Ohtsu, 2010). FliY, YecC and YecS may constitute an ABC transport system for the import of L-cystine.	29039.19
EG12682	erfK	ECK1985	P39176	b1990	CG40904	g1788299	JW1968	6607	EB2546	aa	OK; Verified[21]	310	Counterclockwise	2060415	2061347	44.41	srfK(S.t.);yeeG;yzzT	E. coli reading frame	L,D-transpeptidase linking Lpp to murein, periplasmic	ErfK crosslinks to DsbG in vivo and has an active site cysteine that presumably is kept reduced by DsbG and DsbC to reverse sulfenic acid formation (Depuydt, 2009). ErfK family.	34411.09
EG12683	uspG	ECK0601	P39177	b0607	CG83052	g1786824	JW0600	2095	EB2547	aa	OK; Verified[0]	142	Counterclockwise	640662	641090	13.81	UP12;ybdQ;yzzU	Universal stress protein	Stress protein, induced in stationary phase; native GroEL substrate; heat shock; mutant sensitive to CCCP; dimeric	An isoform of UspG is adenylated/phosphorylated; UspG has intrinsic autophosphorylation and autoadenylation activity.	15935.18
EG12684	lolA	ECK0882	P61316	b0891	CG53417	g1787118	JW0874	3031	EB2548	aa	ALT_INIT[-1]; Verified[22]	203	Clockwise	936595	937206	20.19	lplA;yzzV	Localization OM lipoproteins	Periplasmic protein responsible for sorting and transporting lipoproteins to outer membrane	Null	22497.05
EG12685	ygfZ	ECK2893	P0ADE8	b2898	Null	g1789265	JW2866	9512	EB2549	aa	OK; Verified[1]	326	Clockwise	3039335	3040315	65.51	yzzW	Systematic nomenclature	Plumbagin resistance protein; hda suppressor; also involved in methylthio modification at 2-methylthio-6-iodeadenosine in tRNA; mutants grow slowly, especially at low temperature; slow growth is suppressed by MnmE; binds folate	yfgZ mutants are sensitive to plumbagin and YfgZ is involved in plubagin degradation (Lin, 2010). Induced by plumbagin. A yfgZ null mutant grows poorly on minimal media, is hypersensitive to oxidative stress, and has reduced MiaB activity (Waller, 2010). A null ygfZ mutation suppresses a null hda mutation. YgfZ may be a regulator working through modified tRNAs. YgfZ is structurally similar to an enzyme involved in the betaine catabolism pathway (DMGO) of A. globiformis. YgfZ has a yeast homolog, CAF17, that is a component of the transcriptional regulatory complex.	36094.12
EG12686	flu	ECK1993	P39180	b2000	CG746	g48994897	JW1982	6642	EB2550	aa	ALT_INIT[-52]; Verified[52]	1039	Clockwise	2069563	2072682	44.61	agn;agn43;yeeQ;yzzX	Flagella	Antigen 43, phase-variable bipartite outer membrane protein; Ag43; CP4-44 putative defective prophage; affects surface properties, piliation, colonial morphology; unstable gene; alpha and beta subunits formed by cleavage at residue 551	Flu (Ag43) can be glycosylated in non-K-12 strains. Binds TrxA (Kumar, 2004).	106825.44
EG12688	grxB	ECK1049	P0AC59	b1064	CG52078	g1787303	JW1051	3615	EB2551	aa	OK; Verified[0]	215	Counterclockwise	1122630	1123277	24.20	Null	Glutaredoxin	Glutaredoxin 2; regulated by RpoS and ppGpp	Null	24350.21
EG12689	yceK	ECK1036	P0AB31	b1050	Null	g1787288	JW5151	3565	EB2552	aa	OK	75	Clockwise	1112802	1113029	23.98	Null	Systematic nomenclature	Novel verified lipoprotein, DUF1375 family, function unknown	Repressed during biofilm formation. yceK and yidQ are paralogs. First 15 aa are a type II signal peptide.	8442.80
EG12690	rarA	ECK0883	P0AAZ4	b0892	Null	g1787119	JW0875	3034	EB2553	aa	OK	447	Clockwise	937217	938560	20.20	mgsA;ycaJ	Replication-associated recombination	Involved in processing recombination intermediates at replication forks, affecting dimer formation; grows poorly when combined with xer or dif mutations; homologous to dnaX and ruvB	AFMB Structural Genomics target No. 8 (http://afmb.cnrs-mrs.fr/article171.html)	49626.10
EG12691	yciM	ECK1275	P0AB58	b1280	Null	g2367116	JW1272	4300	EB2554	aa	OK	389	Clockwise	1338582	1339751	28.85	Null	Systematic nomenclature	TPR-repeats-containing protein, function unknown	YciM has six tandem TPR repeats at residues 69 to 282; TPR domains are usually involved in protein-protein interactions. SignalP weakly predicts a 24 aa signal peptide and also indicates a less likely 16 aa signal peptide which is annotated in UniProtKB; this ambiguiity and uncertainty means that experimental verification is needed.	44530.98
EG12692	ybdH	ECK0593	P45579	b0599	CG86293	g1786815	JW0592	2065	EB2555	aa	OK	362	Counterclockwise	631612	632700	13.61	Null	Systematic nomenclature	Required for swarming phenotype, function unknown; alcohol dehydrogenase homolog	Null	39091.64
EG12693	nudL	ECK1811	P43337	b1813	CG89813	g1788115	JW1802	6035	EB2556	aa	OK	192	Clockwise	1894194	1894772	40.83	yeaB	Nudix hydrolase	Predicted CoA pyrophosphohydrolase, function unknown	Predicted Nudix hydrolase. pgsA mutants are non-motile due to elevated RpoS levels that repress flhDC transcription; pgsA3 multicopy suppressers gadW, metE and nudL(yeaB) act by increasing RpoS levels (Uchiyama, 2010). nudL(yeaB) is a multi-copy suppressor of a pdxB deletion (Kim, 2010).	21435.64
EG12694	ttdR	ECK3050	P45463	b3060	Null	g1789440	JW3032	10045	EB2557	aa	OK	310	Counterclockwise	3203346	3204278	69.04	dan;ygiP	Tartrate dehydratase	Transcriptional activator of ttdABT, tartrate-inducible; required for tartrate utilization; anaerobiosis nucleoid protein	TtdR also functions as a general DNA-binding nucleoid protein during anaerobiosis and has been given the synonym Dan, for DNA-binding protein under anaerobic conditions (Teramoto, 2010).  LysR family.	35314.59
EG12695	azoR	ECK1405	P41407	b1412	CG52896	g1787680	JW1409	4712	EB2558	aa	OK; Verified[1]	201	Counterclockwise	1480279	1480884	31.90	acpD	Azoreductase	NADH-azoreductase, FMN-dependent	An azoR deletion mutant confers sensitivity to thiol-specific stress induced by external electrophilic quinones (Liu, 2009). AzoR was identifed by N-terminal sequencing in an acyl carrier protein phosphodiesterase preparation and mistaken for the acpD gene. The real acpD gene has been identified (yajB) and renamed acpH. PDB 1TIK is mislabeled as a ACP phosphodiesterase.	21657.72
EG12697	fldB	ECK2890	P0ABY4	b2895	CG53532	g1789262	JW2863	9503	EB2559	aa	OK	173	Clockwise	3037877	3038398	65.48	Null	Flavodoxin	Flavodoxin-2	Null	19700.18
EG12698	ygaD	ECK2695	P0A6G3	b2700	Null	g1789052	JW2670	8882	EB2560	aa	OK	165	Counterclockwise	2821871	2822368	60.82	Null	Systematic nomenclature	Upstream of recA, may bind to RecA; homologous to colligrin, a Streptococcus protein that localizes RecA to the membrane; expressed protein; ydeJ paralog	Null	17581.72
EG12699	mltB	ECK2696	P41052	b2701	CG41040	g1789053	JW2671	8885	EB2561	aa	OK	361	Counterclockwise	2822513	2823598	60.83	Null	Membrane-bound lytic transglycosylase B	Membrane-bound lytic transglycosylase B, murein hydrolase; periplasmic OM-attached lipoprotein; Slt35, soluble lytic transglycosylase	MltB cleaves the glycosidic bonds between the N-acetylmuramic acid and N-acetylglucosamine residues in murein. Slt35 is a soluble form of MltB with the lipid-anchored N-terminus cleaved after Phe39 during purification. The N-terminus of Slt35 has been identified by protein sequencing, but Slt35 is is an artifact of proteolysis during purification. First 18 aa are a type II signal peptide.	40255.75
EG12700	gltI	ECK0648	P37902	b0655	Null	g1786876	JW5092	2241	EB2562	aa	OK; Verified[22]	302	Counterclockwise	686062	686970	14.79	ybeJ;yzzK	Glutamate	Glutamate-, aspartate-binding protein, periplasmic	Null	33420.16
EG12701	rihA	ECK0644	P41409	b0651	CG80560	g1786871	JW0646	2227	EB2563	aa	OK	311	Counterclockwise	682700	683635	14.71	ybeK	Ribonucleoside hydrolase	Ribonucleoside hydrolase, pyrimidine specific	Null	33822.92
EG12702	ycaK	ECK0892	P43340	b0901	Null	g1787129	JW0884	3065	EB2564	aa	OK	196	Clockwise	948891	949481	20.45	Null	Systematic nomenclature	Putative NAD(P)H oxidoreductase, function unknown	Null	23036.15
EG12703	yccJ	ECK0994	P0AB14	b1003	Null	g1787238	JW0988	3390	EB2565	aa	OK; Verified[1]	75	Counterclockwise	1066087	1066314	22.98	Null	Systematic nomenclature	Function unknown	Null	8524.49
EG12704	yggM	ECK2951	P46142	b2956	Null	g1789326	JW2923	9697	EB2566	aa	OK	335	Counterclockwise	3096580	3097587	66.74	Null	Systematic nomenclature	Predicted secreted protein, function unknown	First 21 aa are predicted to be a type I signal peptide. 	38459.40
EG12705	yggN	ECK2953	P0ADS9	b2958	Null	g1789328	JW2925	9706	EB2567	aa	OK	239	Counterclockwise	3098926	3099645	66.79	ecfF	Systematic nomenclature	Predicted periplasmic protein, function unknown	First 20 aa are probable signal peptide.	26429.21
EG12707	ygbE	ECK2744	P46141	b2749	Null	g1789106	JW2719	9021	EB2569	aa	OK	107	Counterclockwise	2871036	2871359	61.88	Null	Systematic nomenclature	Inner membrane protein, function unknown	Null	12017.26
EG12708	ybcI	ECK0520	P45570	b0527	Null	g1786738	JW0516	1812	EB2570	aa	OK	173	Counterclockwise	555255	555776	11.97	Null	Systematic nomenclature	Inner membrane protein, DUF457 family, function unknown	Null	19530.45
EG12709	yedI	ECK1956	P46125	b1958	Null	g1788268	JW1941	6500	EB2571	aa	OK	305	Counterclockwise	2026473	2027390	43.68	Null	Systematic nomenclature	Function unknown; homolog of V. cholerae mutK	Null	32190.66
EG12710	yedJ	ECK1960	P46144	b1962	Null	g1788273	JW1945	6512	EB2572	aa	OK	231	Counterclockwise	2030408	2031103	43.76	Null	Systematic nomenclature	Predicted hydrolase, HD superfamily, function unknown	Null	25904.28
EG12712	luxS	ECK2681	P45578	b2687	CG82297	g1789043	JW2662	8842	EB2573	aa	OK; Verified[1]	171	Counterclockwise	2812240	2812755	60.61	ygaG	LUminescence eXpression	S-ribosylhomocysteine lyase, autoinducer 2 (AI-2) synthesis; functions in quorum sensing; acid-inducible	E. coli luxS is capable of inducing V. harveyi luminescence. The products of LuxS are homocysteine and the AI-2 precursor 4,5-dihydroxy-2,3-pentadione (DPD). DPD is unstable and reacts with water to form AI-2, a hydroxymethylfuran. LuxS may be involved in the recycling of S-adenosylhomocysteine. LuxS also makes AI-3. LuxS is regulated by cyaR sRNA (De Lay, 2009).	19416.19
EG12713	yddG	ECK1467	P46136	b1473	Null	g87081917	JW1469	4912	EB2574	aa	OK	293	Counterclockwise	1544312	1545193	33.28	Null	Systematic nomenclature	Aromatic amino acid exporter	YddG belongs to the EamA/RhaT transporter family, DMT superfamily.	31539.46
EG12715	dxr	ECK0172	P45568	b0173	CG62459	g1786369	JW0168	592	EB2575	aa	OK	398	Clockwise	193521	194717	4.17	ispC;yaeM	Deoxy-xyulose-P reductoisomerase	1-deoxy-D-xylulose 5-phosphate (DXP) reductoisomerase, NAPDH-dependent; also called 2-C-methyl-D-erythritol 4-phosphate (MEP) synthase; alternative nonmevalonate (DXP) pathway for terpenoid biosynthesis; dimeric	Null	43387.98
EG12717	mug	ECK3058	P0A9H1	b3068	CG63752	g1789449	JW3040	10073	EB2576	aa	OK	168	Counterclockwise	3212989	3213495	69.25	dug;ygjF	Mismatch-specific Uracil DNA-Glycosylase	Uracil DNA glycosylase, G:U mismatch-specific, dsDNA-specific; xanthine DNA glycosylase; excises uracil and xanthine from DNA by base flipping mechanism; required for mutation avoidance in stationary phase; up-regulated in stationary phase	The wild type Mug is active against all xanthine-containing DNA including single-stranded DNA and Mug has a more robust activity against xanthine than against uracil (Lee, 2010). Endonuclease IV stimulates Mug activity in vitro by promoting disassociation from the DNA and enzyme turnover (Sung, 2000). Mug can also excise a damaged basepair, epsilonC:G, containing 3,N(4)-ethenocytosine. Native Mug has been confirmed using mass spectrometry: 18670 daltons obs. vs 18673 calc. indicating that the initial Met is not clipped (Sung, 2000).	18673.39
EG12718	patA	ECK3063	P42588	b3073	Null	g87082205	JW5510	10092	EB2577	aa	ALT_INIT[-37]	459	Clockwise	3217516	3218895	69.35	ygjG	Putrescine aminotransferase	Putrescine:2-oxoglutaric acid aminotransferase; putrescine aminotransferase; sigma 54-dependent	PatA(YgjG) and Prr(YdcW) form an alternative to the Puu pathway converting putrescine to gamma-aminobutyric acid (Samsonova, 2005). YgjG also transaminates cadaverine and spermidine. A mutation was isolated, mapped to 89' and named pat that has 10% of wt putrescine aminotransferase activity (Shaibe, 1985). To distinguish the original pat gene which has not yet been mapped to an ORF from the structural patA gene it is refered to as patB(pat); perhaps the patB(pat) mutation affects PAT activity either indirectly or as a regulator. AFMB Structural Genomics target No. 29 (http://afmb.cnrs-mrs.fr/article171.html).	49661.37
EG12719	ygjH	ECK3064	P42589	b3074	CG68539	g1789455	JW3045	10094	EB2578	aa	OK	110	Counterclockwise	3218937	3219269	69.38	Null	Systematic nomenclature	tRNA binding protein, function unknown	YgjH is homologous to the methionyl tRNA synthase dimerization appendix.	12315.34
EG12720	ygjI	ECK3068	P42590	b3078	Null	g48994921	JW5512	10110	EB2579	aa	OK	477	Clockwise	3224256	3225689	69.49	ebgB	Systematic nomenclature	Putative transporter, function unknown; localized to inner membrane	APC superfamily. A protein of observed MW 79K was expressed from the DNA  downstream of ebgC and postulated as EbgB, a protein of unknown function in the ebg operon, based on polar effects (loss of band) of ebgA mutations. YgjI(EbgB) could be the transporter for the unknown native substrate of wildtype EgbAB. Since the predicted MW of YgjI is 52K, it is possible that the membrane protein migrates anomalously.	52146.66
EG12721	ygjJ	ECK3069	P42591	b3079	Null	g1789461	JW3050	10115	EB2580	aa	OK	356	Clockwise	3225823	3226893	69.53	Null	Systematic nomenclature	Function unknown	The first 24 aa are predicted to be a type I signal peptide.	40099.46
EG12722	ygjK	ECK3070	P42592	b3080	Null	g1789462	JW3051	10118	EB2581	aa	OK	783	Clockwise	3226910	3229261	69.55	Null	Systematic nomenclature	alpha-Glucosidase activity, role unknown	The first 22 aa are predicted to be a type I signal peptide. YgjK binds glucose, mannose, and galactose and hydrolyzes nigerose, trehalose and maltooligosaccharides, with low activities (Kurakata, 2008). Glycoside hydrolase family 63.	88321.10
EG12723	fadH	ECK3071	P42593	b3081	CG54705	g1789463	JW3052	10124	EB2582	aa	OK; Verified[1]	672	Clockwise	3229687	3231705	69.61	ygjL	Fatty acid degradation	2,4-dienoyl CoA reductase, NADPH-dependent	FadH contains FMN, FAD, and a 4Fe-4S cluster.  	72678.15
EG12724	higA	ECK3072	P67701	b3082	Null	g1789464	JW3053	10126	EB2583	aa	OK	138	Counterclockwise	3231750	3232166	69.65	ygjM	Host inhibition of growth	Antitoxin for HigB toxin	The crystal structure of E. coli CFT073 YddM has been determined (PDB 2ICP AND 2ICT) but it is identical (94/94) to the YddM sequence of MG1655; the YddM structure is misidentified as the structure of the related paralog HigA antitoxin (Arbing, 2010).	14995.42
EG12725	higB	ECK3073	P64578	b3083	Null	g1789465	JW3054	10128	EB2584	aa	OK	104	Counterclockwise	3232163	3232477	69.66	ygjN	Host inhibition of growth	mRNA interferase, toxin-antitoxin pair HigBA	Null	12103.10
EG12726	rlmG	ECK3074	P42596	b3084	Null	g87082206	JW5513	10133	EB2585	aa	ALT_INIT[-10]	378	Counterclockwise	3232761	3233897	69.68	rsmD;ygjO	rRNA large-subunit methylation	23S rRNA m(2)G1835 methyltransferase, SAM-dependent	RlmG methyltransferase mutants have a disadvantage in competitve growth cultures with wild type (Sergiev, 2006). The rsmD gene name usage was based on an erroneous prediction that RlmG was a small subunit modification enzyme (Bujnicki, 2002).	42331.45
EG12727	ygjP	ECK3075	P42597	b3085	Null	g87082207	JW5514	10138	EB2586	aa	ALT_INIT[-12]	167	Clockwise	3233982	3234485	69.70	Null	Systematic nomenclature	Function unknown	Null	19482.56
EG12728	ygjQ	ECK3076	P42598	b3086	Null	g1789468	JW3057	10142	EB2587	aa	OK	230	Clockwise	3234562	3235254	69.72	Null	Systematic nomenclature	conserved protein, SanA family, function unknown	ydcF and ycbC (COG1434) and sanA and ygjQ (COG2949) are four members of the DUF218 superfamily (PF02698).	25479.87
EG12729	ygjR	ECK3077	P42599	b3087	Null	g2367190	JW3058	10148	EB2588	aa	ALT_INIT[-6]	328	Clockwise	3235333	3236319	69.73	Null	Systematic nomenclature	Predicted oxidoreductase	AFMB Structural Genomics target No. 75 (http://afmb.cnrs-mrs.fr/article171.html).	36214.32
EG12731	alx	ECK3079	P42601	b3088	Null	g48994922	JW5515	10151	EB2589	aa	OK	321	Clockwise	3236602	3237567	69.76	ygjT	ALkaline-inducible eXpression	Predicted transporter, alkali-induced riboswitch; inner membrane protein, function unknown	alx is preceded by an alkali-induced riboswitch that was previously annotated as a stand-alone sRNA gene known as psrN (psrA14, sraF, tpk1) (Nechooshtan, 2009). psrN (EG31161) has been removed as a stand-alone gene and is now annotated as the alx 5' UTR.	35908.92
EG12732	sstT	ECK3080	P0AGE4	b3089	CG75744	g1789473	JW3060	10159	EB2590	aa	OK	414	Clockwise	3237966	3239210	69.79	ygjU	Sodium/Serine (Threonine) Transporter	Na+/serine (threonine) symporter	Null	43477.69
