Entry Name K12	Entry Name BL21(DE3)	Category	Description	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra
YNJD_ECOLI	C6ECK1_ECOBD	F1	ABC transporter related (Predicted transporter subunit: ATP-binding component of ABC superfamily)	"1,001.50"	217	1	1	1
GLPF_ECOLI	C6EEX1_ECOBD	B	Glycerol facilitator (MIP family channel protein)	"1,291.64"	281	2	2	2
EFP_ECOLI	C6ECX8_ECOBD	A	Elongation factor P	"1,136.50"	188	1	1	1
RL24_ECOLI	C6EGF7_ECOBD	A	50S ribosomal protein L24	"1,211.77"	104	2	2	2
HELD_ECOLI	C6EI19_ECOBD	A	DNA helicase IV (EC 3.6.1.-) (UvrD/REP helicase)	758.4155	684	1	1	2
DEOB_ECOLI	C6EBI8_ECOBD	A	Phosphopentomutase (EC 5.4.2.7) (Phosphodeoxyribomutase)	910.5105	407	5	5	8
YEJE_ECOLI	C6EA18_ECOBD	B	Binding-protein-dependent transport systems inner membrane component (Predicted oligopeptide transporter subunit)	"1,127.63"	341	2	2	3
PAL_ECOLI	C6EJJ6_ECOBD	I	Peptidoglycan-associated lipoprotein (Peptidoglycan-associated outer membrane lipoprotein)	"1,335.65"	173	12	14	20
AHPC_ECOLI	C6EK89_ECOBD	A	Alkyl hydroperoxide reductase, C22 subunit (EC 1.11.1.15) (Peroxiredoxin)	"1,612.88"	187	1	1	1
NUOJ_ECOLI	C6E9S2_ECOBD	B	NADH dehydrogenase (Quinone) (EC 1.6.99.5) (NADH dehydrogenase subunit J) (EC 1.6.5.3)	973.5425	184	3	4	6
BCSB_ECOLI	C6EEF1_ECOBD	B	Cellulose synthase subunit B	"1,284.59"	767	4	5	10
Null	C6EJI5_ECOBD	A	DNA-directed RNA polymerase (EC 2.7.7.6) (T7 DNA-directed RNA polymerase)	"1,129.60"	883	6	6	9
GLPD_ECOLI	C6EFE8_ECOBD	F1	FAD dependent oxidoreductase	"1,141.64"	501	4	4	5
AMIC_ECOLI	C6EJ52_ECOBD	G	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	"1,146.59"	417	3	3	5
NLPA_ECOLI	C6EDB0_ECOBD	E	Cytoplasmic membrane lipoprotein-28 (Lipoprotein, YaeC family)	"1,598.84"	272	8	9	10
RL15_ECOLI	C6EGG5_ECOBD	A	50S ribosomal protein L15	"1,244.68"	144	9	9	17
LONH_ECOLI	C6EI27_ECOBD	A	Predicted peptidase (Putative ATP-dependent protease)	"1,087.55"	586	1	1	2
NARX_ECOLI	C6EGP2_ECOBD	B	Histidine kinase (EC 2.7.13.3) (Sensory histidine kinase in two-component regulatory system with NarL) (EC 2.7.3.-)	"1,249.53"	598	5	5	7
ACON2_ECOLI	C6EAT9_ECOBD	A	Aconitate hydratase 2 (EC 4.2.1.3)	"1,263.65"	865	7	7	15
GSA_ECOLI	C6EAD0_ECOBD	A	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase)	"1,237.69"	426	6	7	8
YFIF_ECOLI	C6EK05_ECOBD	A	Predicted methyltransferase (EC 2.1.1.-) (tRNA/rRNA methyltransferase (SpoU))	"1,374.69"	345	4	4	4
CODB_ECOLI	C6ELP4_ECOBD	B	Cytosine transporter (NCS1 nucleoside transporter family)	"1,476.66"	419	1	1	1
YBGF_ECOLI	C6EJJ5_ECOBD	G	Putative uncharacterized protein ybgF (Tol-pal system protein YbgF)	"1,035.58"	263	8	10	13
OMPR_ECOLI	C6EFG9_ECOBD	A	Two component transcriptional regulator, winged helix family	"1,136.50"	239	6	7	11
YEBE_ECOLI	C6EBY3_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein yebE)	727.4098	219	13	18	24
TOLQ_ECOLI	C6EJK0_ECOBD	B	Membrane spanning protein in TolA-TolQ-TolR complex (Protein TolQ)	"2,612.28"	230	10	12	17
	IPI:CON_00293665.7|SWISS-PROT:P04259_ECOBD			"1,435.74"	0	12	13	14
PYRG_ECOLI	C6EJ92_ECOBD	B	CTP synthase (EC 6.3.4.2) (CTP synthetase) (UTP--ammonia ligase)	936.4897	545	5	5	5
SAPF_ECOLI	C6EFU2_ECOBD	F1	ABC transporter related (Predicted antimicrobial peptide transporter subunit)	529.3457	268	5	5	6
YBJE_ECOLI	C6EIA7_ECOBD	B	Predicted transporter (Putative uncharacterized protein)	"2,254.12"	299	1	1	2
YQJD_ECOLI	C6EHP5_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein yqjD)	"1,680.82"	101	5	5	9
NLPB_ECOLI	C6EKN4_ECOBD	I	Lipoprotein (NlpBDapX family lipoprotein)	"4,437.23"	344	15	21	40
SUHB_ECOLI	C6EKH4_ECOBD	A	Inositol monophosphatase	"1,451.66"	267	1	1	1
SMP_ECOLI	C6EBI4_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein smp)	"1,241.70"	214	7	8	11
LOLB_ECOLI	C6EGQ7_ECOBD	I	Outer-membrane lipoprotein lolB	"1,239.62"	207	12	15	20
SRMB_ECOLI	C6EK10_ECOBD	A	ATP-dependent RNA helicase (EC 2.7.7.-) (DEAD/DEAH box helicase domain protein)	948.4534	444	3	3	4
YCHM_ECOLI	C6EGR0_ECOBD	B	Sulfate transporter	"1,261.64"	550	4	4	6
OPPF_ECOLI	C6EFY9_ECOBD	F1	Oligopeptide transporter subunit (Oligopeptide/dipeptide ABC transporter, ATPase subunit)	"1,960.98"	334	1	1	2
Null	C6EB48_ECOBD	A	Putative glycosyltransferase WbbA (Putative uncharacterized protein)	"1,029.54"	248	5	5	5
MDTC_ECOLI	C6EAM9_ECOBD	B	Acriflavin resistance protein (Multidrug efflux system, subunit C)	931.4954	1025	4	4	4
BCR_ECOLI	C6EA15_ECOBD	B	Bicyclomycin/multidrug efflux system (Drug resistance transporter, Bcr/CflA subfamily)	"1,210.66"	396	1	1	4
YCEG_ECOLI	C6EHB7_ECOBD	B	Aminodeoxychorismate lyase (Predicted aminodeoxychorismate lyase) (EC 2.7.4.9)	979.503	340	10	11	12
GPMA_ECOLI	C6EJI9_ECOBD	A	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.1)	829.4526	250	7	7	7
YEEE_ECOLI	C6EB70_ECOBD	B	Predicted inner membrane protein (Putative uncharacterized protein)	946.4953	352	1	1	1
YAJG_ECOLI	C6EL32_ECOBD	I	Predicted lipoprotein (Uncharacterized lipoprotein)	"1,721.93"	192	12	17	44
RL30_ECOLI	C6EGG4_ECOBD	A	50S ribosomal protein L30	841.5255	59	3	3	3
DJLA_ECOLI	C6EAZ8_ECOBD	B	Dna-J like membrane chaperone protein (Heat shock protein DnaJ domain protein)	878.4478	271	15	19	37
CORA_ECOLI	C6EFZ7_ECOBD	B	Magnesium and cobalt transport protein CorA (Magnesium/nickel/cobalt transporter)	"1,322.65"	316	7	9	16
EX5A_ECOLI	C6EJ50_ECOBD	A	Exodeoxyribonuclease V, alpha subunit (EC 3.1.11.5) (Exonuclease V (RecBCD complex), alpha chain) (EC 3.1.11.5)	"1,026.57"	608	1	1	1
OPGD_ECOLI	C6EET8_ECOBD	G	Periplasmic glucan biosynthesis protein MdoG	982.4477	539	8	8	8
FRMA_ECOLI	C6ELM4_ECOBD	A	Alcohol dehydrogenase class III/glutathione-dependent formaldehyde dehydrogenase (S-(Hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase)	"1,204.65"	369	1	1	1
THRC_ECOLI	C6EBG5_ECOBD	A	Threonine synthase (EC 4.2.3.1)	"1,417.74"	428	2	2	2
LOLE_ECOLI	C6EGX4_ECOBD	B	Lipoprotein releasing system, transmembrane protein LolE	843.4319	412	12	14	17
METF_ECOLI	C6EE67_ECOBD	A	Methylenetetrahydrofolate reductase (EC 1.5.1.20)	"1,228.70"	296	1	1	1
DAPB_ECOLI	C6EB22_ECOBD	A	Dihydrodipicolinate reductase (DHPR) (EC 1.3.1.26)	771.4472	273	1	1	1
FTSE_ECOLI	C6EFB1_ECOBD	F1	Type II (General) Secretory Pathway (IISP) Family protein	"1,300.70"	222	7	9	12
G3P1_ECOLI	C6EC50_ECOBD	A	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12) (Glyceraldehyde-3-phosphate dehydrogenase, type I) (EC 1.2.1.12)	"1,401.73"	331	9	9	14
KDPD_ECOLI	C6EJN9_ECOBD	B	Osmosensitive K channel His kinase sensor	"1,225.75"	894	6	7	15
ZNTB_ECOLI	C6EFP1_ECOBD	B	Mg2 transporter protein CorA family protein (Zinc transporter)	"1,072.64"	327	5	5	14
DNAA_ECOLI	C6ECH7_ECOBD	F1	Chromosomal replication initiator protein dnaA	"2,094.09"	467	5	5	7
CUSS_ECOLI	C6EKD1_ECOBD	B	Heavy metal sensor signal transduction histidine kinase (Sensory histidine kinase in two-component regulatory system with CusR, senses copper ions)	"2,166.09"	482	3	3	3
RLPA_ECOLI	C6EK60_ECOBD	I	Minor lipoprotein (Rare lipoprotein A)	"1,375.69"	362	7	8	27
ACCA_ECOLI	C6EAA0_ECOBD	A	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 6.4.1.2)	"1,964.00"	319	5	5	7
YIAD_ECOLI	C6EEC9_ECOBD	I	OmpA/MotB domain protein (Predicted outer membrane lipoprotein)	"2,273.18"	219	17	26	41
C56H_ECOLI	C6EB94_ECOBD	B	Cytochrome B561	"1,043.52"	169	1	1	3
RS20_ECOLI	C6EB30_ECOBD	A	30S ribosomal protein S20	"1,335.64"	87	2	2	3
SBMA_ECOLI	C6ELL0_ECOBD	B	Predicted transporter (SbmABacA family protein)	836.4624	406	2	2	3
FECB_ECOLI	C6EC66_ECOBD	G	Iron-dicitrate transporter subunit (Periplasmic binding protein)	"1,461.71"	300	1	1	1
HIPA_ECOLI	C6EEL1_ECOBD	A	HipA N-terminal domain protein (Regulator with hipB)	902.4942	440	1	1	1
YIIQ_ECOLI	C6EEX8_ECOBD	G	Putative uncharacterized protein (Putative uncharacterized protein yiiQ)	930.562	199	8	10	10
LPTF_ECOLI	C6EC90_ECOBD	B	Conserved inner membrane protein (Permease YjgP/YjgQ family protein)	"1,139.57"	366	7	7	22
RS8_ECOLI	C6EGG0_ECOBD	A	30S ribosomal protein S8	"1,350.67"	130	3	3	3
HTPG_ECOLI	C6EKZ1_ECOBD	F1	Chaperone protein htpG (Heat shock protein htpG) (High temperature protein G)	"1,502.78"	624	4	4	4
DEOD_ECOLI	C6EBI7_ECOBD	A	Purine nucleoside phosphorylase deoD-type (PNP) (EC 2.4.2.1)	"1,143.54"	239	6	6	6
MSRA_ECOLI	C6ECC6_ECOBD	A	Peptide methionine sulfoxide reductase msrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase)	"1,602.81"	212	1	1	1
ARTM_ECOLI	C6EIC0_ECOBD	B	Arginine transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	834.4832	222	2	2	2
BGLX_ECOLI	C6EAH9_ECOBD	G	Beta-D-glucoside glucohydrolase, periplasmic (EC 3.2.1.21) (Glycoside hydrolase family 3 domain protein)	"2,878.46"	765	9	10	22
PA1_ECOLI	C6EF90_ECOBD	H	Outer membrane phospholipase A (EC 3.1.1.32) (Phospholipase A(2)) (EC 3.1.1.4)	"1,163.61"	289	2	2	3
LOLD_ECOLI	C6EGX5_ECOBD	F1	Lipoprotein releasing system, ATP-binding protein (Outer membrane-specific lipoprotein transporter subunit)	"1,462.72"	233	6	6	8
ARLY_ECOLI	C6EE49_ECOBD	A	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	"1,798.96"	457	1	1	1
RCSC_ECOLI	C6E9Y2_ECOBD	B	Histidine kinase	693.4042	949	12	12	18
YEJM_ECOLI	C6EA09_ECOBD	B	Predicted hydrolase, inner membrane (Sulfatase)	"2,145.10"	586	16	21	31
Null	C6EB49_ECOBD	A	Putative glycosyltransferase WbbB (Putative uncharacterized protein)	"1,357.75"	273	9	9	10
	IPI:CON_00622240.4|SWISS-PROT:Q3TTY5_ECOBD			996.5222	0	4	4	4
	"IPI:CON_00230365.5|SWISS-PROT:Q9QWL7,IPI:CON_00450768.7|SWISS-PROT:Q04695,IPI:CON_IPI00230365.5|SWISS-PROT:Q9QWL7,IPI:CON_IPI00450768.7|SWISS-PROT:Q04695"_ECOBD			"1,345.68"	0	3	3	4
ARNA_ECOLI	C6E9U5_ECOBD	A	Bifunctional polymyxin resistance protein ArnA	"1,709.02"	660	4	4	5
BETT_ECOLI	C6EC73_ECOBD	B	Choline/carnitine/betaine transporter	"1,434.73"	665	12	15	27
CCMC_ECOLI	C6EA01_ECOBD	B	Cytochrome c assembly protein (Heme exporter subunit)	"1,208.54"	245	1	1	1
YJJK_ECOLI	C6EBI0_ECOBD	F1	ABC transporter related (Fused predicted transporter subunits of ABC superfamily: ATP-binding components)	"1,173.59"	555	5	5	7
USHA_ECOLI	C6EKY4_ECOBD	G	5'-Nucleotidase domain protein (UDP-sugar hydrolase) (EC 3.1.3.5) (EC 3.6.1.45)	952.4669	550	5	5	5
YGER_ECOLI	C6EIP3_ECOBD	I	Peptidase M23 (Tetratricopeptide repeat transcriptional regulator)	"1,162.64"	251	7	7	8
YFGC_ECOLI	C6EKL7_ECOBD	G	Peptidase M48 Ste24p (Predicted peptidase)	"1,532.76"	487	4	4	5
DEDD_ECOLI	C6ELD9_ECOBD	B	Putative uncharacterized protein dedD (Sporulation domain protein)	"1,383.82"	220	6	6	9
MHPR_ECOLI	C6ELN4_ECOBD	A	Transcriptional regulator, IclR family	"1,698.90"	281	1	1	1
NUOB_ECOLI	C6E9R5_ECOBD	F1	NADH-quinone oxidoreductase subunit B (EC 1.6.99.5) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	899.4292	220	7	7	9
YRAP_ECOLI	C6EH75_ECOBD	I	Putative uncharacterized protein yraP (Transport-associated)	993.5364	191	8	10	19
YEGH_ECOLI	C6EAP4_ECOBD	B	Fused predicted membrane protein/predicted membrane protein (Integral membrane protein TerC)	856.4999	527	4	4	6
RS14_ECOLI	C6EGF9_ECOBD	A	30S ribosomal protein S14 (Ribosomal protein S14)	"1,125.63"	101	3	4	5
YHHM_ECOLI	C6EFA7_ECOBD	B	Putative receptor	"1,503.71"	119	7	8	15
ODO2_ECOLI	C6EJL1_ECOBD	A	2-oxoglutarate dehydrogenase, E2 subunit, dihydrolipoamide succinyltransferase (Dihydrolipoamide acetyltransferase) (EC 2.3.1.61)	854.5459	405	6	6	6
BAES_ECOLI	C6EAM7_ECOBD	B	Histidine kinase (Sensory histidine kinase in two-component regulatory system with BaeR) (EC 2.7.3.-)	"2,249.08"	467	9	9	10
AGP_ECOLI	C6EHK5_ECOBD	G	Glucose-1-phosphatase (EC 3.1.3.10) (Glucose-1-phosphatase/inositol phosphatase) (EC 3.1.3.10)	"1,302.67"	413	6	6	7
CCMH_ECOLI	C6EA06_ECOBD	B	Cytochrome C biogenesis protein (Heme lyase, CcmH subunit)	"2,485.24"	350	6	6	8
DHSD_ECOLI	C6EJL5_ECOBD	B	Succinate dehydrogenase cytochrome b556 small membrane subunit (EC 1.3.99.1) (Succinate dehydrogenase, hydrophobic membrane anchor protein)	"1,021.51"	115	2	4	12
LRP_ECOLI	C6EI93_ECOBD	B	DNA-binding transcriptional dual regulator, leucine-binding (Transcriptional regulator, AsnC family)	"1,045.60"	164	1	1	1
HISP_ECOLI	C6ELE7_ECOBD	F1	ABC transporter related (Histidine/lysine/arginine/ornithine transporter subunit)	"1,409.77"	257	13	17	21
YGFX_ECOLI	C6EIL2_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein ygfX)	"1,128.64"	135	2	2	4
YGAP_ECOLI	C6EJV7_ECOBD	B	Predicted inner membrane protein with hydrolase activity (Rhodanese domain protein)	"1,024.63"	174	3	4	6
UGPC_ECOLI	C6EFC4_ECOBD	F1	ABC transporter related	"1,013.62"	356	3	3	3
CHAA_ECOLI	C6EGP8_ECOBD	B	Calcium/proton exchanger (Calcium/sodium:proton antiporter)	"1,103.58"	366	4	5	18
FIEF_ECOLI	C6EEY3_ECOBD	B	Cation diffusion facilitator family transporter (Ferrous iron efflux protein F)	871.3727	300	4	7	22
CYSZ_ECOLI	C6EL65_ECOBD	B	Protein CysZ	"1,618.85"	253	3	4	4
YICN_ECOLI	C6EDA6_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein yicN)	"1,154.65"	150	5	5	11
METH_ECOLI	C6EE05_ECOBD	A	B12-dependent methionine synthase (EC 2.1.1.13) (Methionine synthase)	812.4625	1227	5	5	6
NUON_ECOLI	C6E9S6_ECOBD	B	Proton-translocating NADH-quinone oxidoreductase, chain N	"1,227.56"	485	2	2	3
YTFF_ECOLI	C6ECD4_ECOBD	B	Putative uncharacterized protein	"2,973.65"	321	1	1	1
DSBC_ECOLI	C6EIL5_ECOBD	G	Protein disulfide isomerase II (EC 5.3.4.1) (Thiol:disulfide interchange protein DsbC)	"1,300.66"	236	3	3	4
PTGA_ECOLI	C6EL60_ECOBD	F1	Glucose-specific PTS system enzyme IIA component (EC 2.7.1.69) (PTS system, glucose subfamily, IIA subunit)	"2,243.25"	169	3	3	3
RS10_ECOLI	C6EGE5_ECOBD	A	30S ribosomal protein S10	"1,142.63"	103	3	3	4
BRNQ_ECOLI	C6ELI3_ECOBD	B	Branched-chain amino acid transport system II carrier protein (Predicted branched chain amino acid transporter (LIV-II))	801.4037	439	2	2	2
YBIS_ECOLI	C6EIW3_ECOBD	G	ErfK/YbiS/YcfS/YnhG family protein (Putative uncharacterized protein ybiS)	"3,057.58"	306	1	1	1
TOLR_ECOLI	C6EJJ9_ECOBD	B	Membrane spanning protein in TolA-TolQ-TolR complex (Protein TolR)	"1,122.66"	142	4	4	7
BLC_ECOLI	C6ECX4_ECOBD	I	Lipocalin family protein (Outer membrane lipoprotein (Lipocalin))	"1,163.61"	178	4	4	6
AIS_ECOLI	C6E9U8_ECOBD	G	Lipopolysaccharide core heptose(II)-phosphate phosphatase (EC 3.1.3.-)	"1,406.83"	200	4	5	9
DNAB_ECOLI	C6EDW8_ECOBD	A	Replicative DNA helicase	"2,071.09"	471	1	1	1
METN_ECOLI	C6EA85_ECOBD	F1	D-methionine ABC transporter, ATPase subunit (DL-methionine transporter subunit)	"3,607.78"	343	7	7	8
DHAS_ECOLI	C6EFE1_ECOBD	B	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	"1,742.95"	367	2	2	2
DCTA_ECOLI	C6EEF5_ECOBD	B	C4-dicarboxylate transport protein (Sodium:dicarboxylate symporter)	"1,086.59"	428	3	3	4
ZNUC_ECOLI	C6EBW9_ECOBD	F1	ABC transporter related (High-affinity zinc transporter ATPase)	804.4615	251	7	8	8
YAJR_ECOLI	C6EL42_ECOBD	B	Major facilitator superfamily MFS_1 (Predicted transporter)	"1,722.98"	454	3	3	3
UPPP_ECOLI	C6EHT8_ECOBD	B	Undecaprenol kinase (EC 3.6.1.27) (Undecaprenyl pyrophosphate phosphatase)	"1,423.70"	273	2	4	10
KEFG_ECOLI	C6EGB2_ECOBD	F1	NAD(P)H dehydrogenase (Quinone)	"1,197.60"	183	4	4	4
YBIO_ECOLI	C6EIX4_ECOBD	B	MscS Mechanosensitive ion channel (Predicted mechanosensitive channel)	"1,277.71"	741	1	1	1
KDTA_ECOLI	C6EDF8_ECOBD	B	3-deoxy-D-manno-octulosonic-acid transferase (Three-deoxy-D-manno-octulosonic-acid transferase domain protein)	"2,028.02"	425	9	10	19
MIND_ECOLI	C6EGU1_ECOBD	F1	Membrane ATPase of the MinC-MinD-MinE system (Septum site-determining protein MinD)	"1,665.99"	270	6	6	6
	IPI:CON_LACB|SWISS-PROT:P02754_ECOBD			"2,091.13"	0	5	6	14
PLDB_ECOLI	C6EF86_ECOBD	F1	Lysophospholipase (EC 3.1.1.5) (Lysophospholipase L(2)) (EC 3.1.1.5)	"1,097.53"	340	2	2	3
FTSA_ECOLI	C6EAW1_ECOBD	F1	Cell division protein (Cell division protein FtsA)	"2,483.22"	420	5	5	5
ISPG_ECOLI	C6EKJ4_ECOBD	A	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (EC 1.17.7.1) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)	729.4254	372	4	4	4
SDAC_ECOLI	C6EJ75_ECOBD	B	Predicted serine transporter (Serine transporter)	"1,199.49"	429	6	9	18
MLAD_ECOLI	C6EH34_ECOBD	G	Mammalian cell entry related domain protein (Predicted ABC-type organic solvent transporter)	992.4534	183	21	31	82
YCBC_ECOLI	C6EI62_ECOBD	B	Conserved inner membrane protein (Putative uncharacterized protein)	905.5456	259	6	7	7
AAEA_ECOLI	C6EGL9_ECOBD	B	p-hydroxybenzoic acid efflux pump subunit AaeA (pHBA efflux pump protein A)	"1,401.79"	310	3	3	3
DEOC_ECOLI	C6EBJ0_ECOBD	A	Deoxyribose-phosphate aldolase (EC 4.1.2.4)	"1,698.96"	259	19	20	27
ARND_ECOLI	C6E9U4_ECOBD	A	Polysaccharide deacetylase (Putative uncharacterized protein yfbH)	"2,814.47"	296	7	8	11
YGGG_ECOLI	C6EIH3_ECOBD	I	Peptidase M48 Ste24p	"1,360.74"	252	10	10	11
YPJD_ECOLI	C6EJY1_ECOBD	B	Cytochrome c assembly protein (Predicted inner membrane protein)	"1,807.87"	288	1	1	1
YEAJ_ECOLI	C6EC44_ECOBD	B	Diguanylate cyclase (Predicted diguanylate cyclase)	"1,064.57"	496	4	4	4
RNFG_ECOLI	C6EDL5_ECOBD	G	Electron transport complex protein RnfG (Electron transport complex, RnfABCDGE type, G subunit)	"1,258.68"	206	5	6	8
ENO_ECOLI	C6EJ93_ECOBD	A	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	950.4942	432	8	9	13
CYSW_ECOLI	C6EL54_ECOBD	B	Sulfate ABC transporter, inner membrane subunit	944.5524	291	1	1	1
TPX_ECOLI	C6EFQ8_ECOBD	A	Redoxin domain protein (Thiol peroxidase) (EC 1.11.1.-)	"2,367.21"	168	3	3	3
FTSL_ECOLI	C6EAX2_ECOBD	B	Cell division protein FtsL (Membrane bound cell division protein at septum containing leucine zipper motif)	"1,965.01"	121	5	6	7
KPYK2_ECOLI	C6EBX3_ECOBD	A	Pyruvate kinase (EC 2.7.1.40)	969.5839	480	1	1	1
GLPK_ECOLI	C6EEX2_ECOBD	A	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase)	"1,339.65"	502	1	1	1
GATZ_ECOLI	C6EAL5_ECOBD	A	D-tagatose-bisphosphate aldolase, class II, non-catalytic subunit (Putative tagatose 6-phosphate kinase 1)	"1,250.64"	420	1	1	2
NUPC_ECOLI	C6EL76_ECOBD	B	Nucleoside (Except guanosine) transporter (Nucleoside transporter)	"2,466.27"	400	5	7	15
RNI_ECOLI	C6EK83_ECOBD	G	Enterobacter ribonuclease (EC 3.1.27.6) (Ribonuclease I) (EC 3.1.27.6)	"1,697.77"	268	4	4	4
GLPG_ECOLI	C6EFF0_ECOBD	B	Predicted intramembrane serine protease (Rhomboid protease) (EC 3.4.21.105)	984.5301	276	3	4	6
RCSF_ECOLI	C6EA88_ECOBD	I	Outer membrane lipoprotein (Predicted outer membrane protein, signal)	807.403	134	8	9	18
RS16_ECOLI	C6EJY3_ECOBD	A	30S ribosomal protein S16	"1,208.63"	82	1	1	1
KEFC_ECOLI	C6EB06_ECOBD	B	Glutathione-regulated potassium-efflux system protein (Potassium efflux system protein)	917.4476	620	2	2	2
ZRAS_ECOLI	C6EE15_ECOBD	B	Histidine kinase (Sensory histidine kinase in two-component regulatory system with ZraR)	644.409	458	3	3	3
PSPD_ECOLI	C6EFS5_ECOBD	A	Peripheral inner membrane phage-shock protein (Phage shock protein PspD)	898.6085	73	1	1	1
RNR_ECOLI	C6ECH0_ECOBD	A	Exoribonuclease R, RNase R (EC 3.1.-.-) (VacB and RNase II family 3'-5' exoribonuclease) (EC 3.1.13.1)	"1,976.08"	813	1	1	1
SODM_ECOLI	C6EEY9_ECOBD	A	Superoxide dismutase (EC 1.15.1.1)	"1,027.58"	206	2	2	2
MLAA_ECOLI	C6ELA7_ECOBD	I	Predicted lipoprotein (VacJ family lipoprotein)	"2,393.21"	251	4	4	5
EMTA_ECOLI	C6EGS4_ECOBD	I	Lytic murein endotransglycosylase E (EC 2.4.99.-) (Lytic transglycosylase catalytic)	"1,457.73"	203	4	4	5
YDJN_ECOLI	C6ECM9_ECOBD	B	Predicted transporter (Sodium:dicarboxylate symporter)	899.5199	463	7	12	17
YFCJ_ECOLI	C6ELD1_ECOBD	B	Major facilitator superfamily MFS_1 (Predicted transporter)	865.4415	392	3	4	7
TPIS_ECOLI	C6EEX9_ECOBD	A	Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Triose-phosphate isomerase)	"1,208.64"	255	2	2	2
	C6EBV1-R_ECOBD			"1,489.76"	0	1	1	1
	C6EJQ4-R_ECOBD			"1,663.79"	0	1	1	1
RFAF_ECOLI	C6EDH0_ECOBD	A	ADP-heptose:LPS heptosyltransferase II (EC 2.-.-.-) (Lipopolysaccharide heptosyltransferase II)	"1,611.88"	348	4	4	5
MACB_ECOLI	C6EIA2_ECOBD	B	ABC transporter related (Fused macrolide transporter subunits of ABC superfamily: ATP-binding component/membrane component)	"1,807.88"	648	5	5	6
DPPA_ECOLI	C6EED6_ECOBD	G	Dipeptide transporter (Extracellular solute-binding protein family 5)	"1,547.88"	535	2	2	2
YEFI_ECOLI	C6EB51_ECOBD	F1	Glycosyl transferase group 1 (Putative glycosyltransferase WbbC)	"1,143.64"	370	3	4	6
YADG_ECOLI	C6EAT0_ECOBD	F1	ABC transporter related (Predicted transporter subunit: ATP-binding component of ABC superfamily)	825.4288	308	8	8	8
SECG_ECOLI	C6EH52_ECOBD	B	Preprotein translocase, SecG subunit (Protein-export membrane protein)	"3,163.55"	110	5	9	58
HTPX_ECOLI	C6EC00_ECOBD	B	Protease HtpX (EC 3.4.24.-) (Heat shock protein HtpX)	"1,272.71"	293	3	3	13
	IPI:CON_00299145.9|SWISS-PROT:P48668_ECOBD			"1,350.73"	0	14	15	29
YDIK_ECOLI	C6ECR8_ECOBD	B	Predicted inner membrane protein (Putative uncharacterized protein)	"2,094.02"	370	2	2	4
CYSP_ECOLI	C6EL52_ECOBD	G	Sulfate ABC transporter, periplasmic sulfate-binding protein (Thiosulfate transporter subunit)	"1,257.72"	338	1	1	1
YDCL_ECOLI	C6EET2_ECOBD	I	Predicted lipoprotein (Uncharacterized lipoprotein YdcL)	"1,259.70"	222	1	1	2
LEPA_ECOLI	C6EK18_ECOBD	F1	GTP-binding protein lepA	"1,358.60"	599	4	6	7
STHA_ECOLI	C6EE47_ECOBD	A	Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	"1,832.89"	466	2	2	2
NLPI_ECOLI	C6EH62_ECOBD	I	Putative uncharacterized protein nlpI (Tetratricopeptide TPR_2 repeat protein)	"2,332.36"	294	1	1	1
CLCA_ECOLI	C6EAC9_ECOBD	B	Chloride channel core (Chloride channel protein)	"1,297.69"	473	4	5	7
PTYBC_ECOLI	C6EKS4_ECOBD	B	N-acetylmuramic acid phosphotransfer permease (Phosphotransferase system EIIC)	"1,666.71"	474	3	3	4
