EG	GN	ECK	SP	WISC	CG	GI	JW	ASAP	EB	Type	Status	Len	Ori	LeftEnd	RightEnd	Cs	Syn	MN	Description	Comments	MW
EG11553	glmM	ECK3165	P31120	b3176	CG47201	g1789566	JW3143	10439	EB1514	aa	"OK; Verified[1]"	445	Counterclockwise	3320755	3322092	71.57	"mrsA;yhbF"	Glucosamine	"Phosphoglucosamine mutase; UDP-GlcNAc pathway, peptidoglycan, lipopolysaccharide synthesis; mRNA stability effects"	Autophosphorylated enzyme (at Ser-102) is active form. Although a glmM deletion is present in the Keio collectiona nd does not have a tandem dulplciation, glmM has been reported to be an essential gene (Mengin-Lecreulx, 1996). Binds TrxA (Kumar, 2004).	47543.57
EG11555	yaaJ	ECK0007	P30143	b0007	Null	g1786188	JW0006	20	EB1516	aa	OK	476	Counterclockwise	6529	7959	0.14	Null	Systematic nomenclature	"Predicted transporter, sodium:alanine (SAF) symporter family; function unknown"	Null	51662.88
EG11556	talB	ECK0008	P0A870	b0008	CG36818	g1786189	JW0007	27	EB1517	aa	"OK; Verified[1]"	317	Clockwise	8238	9191	0.18	yaaK	Transaldolase	Transaldolase B	Binds TrxA (Kumar, 2004).	35219.25
EG11568	kefF	ECK0047	P0A754	b0046	Null	g1786231	JW0045	159	EB1528	aa	OK	176	Clockwise	47246	47776	1.02	yabF	K+ efflux	"Required for KefC-mediated K+ efflux; member of quinone oxidoreductase family, but lacks key residues needed for activity"	Null	20169.98
EG11569	lptD	ECK0055	P31554	b0054	CG36754	g1786239	JW0053	183	EB1529	aa	"OK; Verified[24]"	784	Counterclockwise	54755	57109	1.18	"imp;ostA;yabG"	LPS transport	LPS assembly OM complex LptDE, beta-barrel component	"LptDE is the terminal LPS OM receptor for ABC LPS exporter complex LptBFGC; LptE binds LPS (Chng, 2010). The outer membrane of an lptD(imp) mutant is permeable to large maltodextrins and sensitive to antibiotics and detergents. lptD is stress induced. Paralogous to lptA. The lptD(imp) gene is essential."	89671.14
EG11570	djlA	ECK0056	P31680	b0055	CG51192	g1786241	JW0054	187	EB1530	aa	OK	271	Clockwise	57364	58179	1.24	yabH	DnaJ-like	"DnaK co-chaperone, membrane-asssociated, DNA-binding; mutants rapidly accumulate suppressors"	DjlA overproduction activates RcsBC and Cps synthesis and causes mucoidy.  Normal levels of DjlA act as an Rcs negative regulator. The DjlA transmembrane domain is a dimerization domain.  DjlA has a single transmembrane domain and a C-terminal J-like domain. DjlA, CbpA, and DnaJ are all DNA-binding proteins, with the membrane bound cytosolic protein DjlA having high affinity for DNA (Gur, 2005).	30579.36
EG11571	yabI	ECK0066	P30149	b0065	CG83504	g1786252	JW5005	241	EB1531	aa	OK	254	Clockwise	71351	72115	1.54	Null	Systematic nomenclature	Inner membrane protein, DedA family, function unknown	"DedA family proteins YqjA and YghB likely have redundant functions since overproduction of either complements the double mutant defects;  yabI or yohD clones, also DedA family members, also complement the yqjA yghB double mutant, but a dedA clone does not (Thomkins, 2008). SNARE_assoc family."	28244.14
EG11574	thiB	ECK0069	P31550	b0068	CG34691	g1786255	JW0067	249	EB1534	aa	"OK; Verified[18]"	327	Counterclockwise	74497	75480	1.61	"sfuA;tbpA;yabL"	Thiamin binding protein	"Periplasmic thiamin binding protein; TBP; monomeric"	"ThiB(TBP) is the periplasmic binding protein component of the THIBPQ ABC transporter system. ThiB(TBP) also binds thiamine phosphates including thiamine pyrophosphate (TPP) and thiamine triphosphate (TTP) (Matsuura, 1972; Nishimune, 1973). thiBPQ operon expression is controlled by a thiamine pyrophosphate (TPP) responsive riboswitch in the 128 nt 5' UTR. This THI element 5' UTR has been reported in intergenic sRNA searches as sroA/tpe79; attenuation of transcription at the TPP-bound riboswitch produces the 93 nt sroA sRNA, ending at 75608. The experimentally determined RNA start for sroA is the start of the thiBPQ mRNA (Vogel, 2003). sroA is not annotated as a separate gene and the sroA transcript is part of the thiBPQ mRNA. The thiB riboswitch is the target for the antibiotic pyrithiamine. The corrected U00096.2 sequence revises the sequence of the 18 aa ThiB signal peptide, previous thought to be 14 aa."	36163.41
EG11575	leuD	ECK0073	P30126	b0071	CG569	g1786258	JW0070	259	EB1535	aa	"OK; Verified[1]"	201	Counterclockwise	78848	79453	1.70	Null	Leucine (biosynthesis)	"3-isopropylmalate dehydratase small subunit; also called alpha-Isopropylmalate isomerase"	Null	22487.49
EG11576	leuC	ECK0074	P0A6A6	b0072	CG570	g1786259	JW0071	261	EB1536	aa	"OK; Verified[1]"	466	Counterclockwise	79464	80864	1.71	Null	Leucine (biosynthesis)	"3-isopropylmalate dehydratase large subunit; also called alpha-isopropylmalate isomerase"	LeuCD catalyzes the second step of leucine biosynthesis.	49881.83
EG11577	leuB	ECK0075	P30125	b0073	CG571	g87081683	JW5807	265	EB1537	aa	"ALT_INIT[-1]; Verified[1]"	363	Counterclockwise	80867	81958	1.74	Null	Leucine (biosynthesis)	beta-Isopropylmalate dehydrogenase, NAD(+)-dependent	LeuB catalyzes the third step of leucine biosynthesis.	39517.01
EG11578	greB	ECK3393	P30128	b3406	CG35448	g87082261	JW3369	11117	EB1538	aa	"ALT_INIT[-12]; Verified[0]"	158	Clockwise	3534834	3535310	76.19	Null	Growth regulator	Transcript cleavage factor	Null	18527.06
EG11583	gcl	ECK0500	P0AEP7	b0507	CG31107	g1786717	JW0495	1754	EB1542	aa	"OK; Verified[1]"	593	Clockwise	533140	534921	11.49	Null	Glyoxylate carboligase	Glyoxylate carboligase, glyoxylate-inducible	Null	64731.74
EG11584	hyi	ECK0501	P30147	b0508	CG49283	g1786718	JW0496	1756	EB1543	aa	OK	258	Clockwise	534934	535710	11.53	"gip;ybbG"	Hydroxypyruvate isomerase	"Hydroxypyruvate isomerase, glyoxylate-inducible; product is tartronate semialdehyde"	Null	29377.43
EG11585	thiC	ECK3986	P30136	b3994	CG115	g1790427	JW3958	13057	EB1544	aa	OK	631	Counterclockwise	4192227	4194122	90.36	Null	Thiamin (and thiazole)	"Hydroxymethylpyrimidine synthesis, for thiamine biosynthesis; requires SAM and an iron-sulfiur cluster"	In vitro Salmonella ThiC produces HMP (4-amino-2-methyl-5-hydroxymethylpyrimidine) from AIR (5-amino-1-(5-phospho-D-ribosyl)imidazole) utilizing SAM and an iron-sulfur cluster in a reaction reminiscent of Radical SAM family reactions although ThiC does not contain the Radical SAM Cys signature motif (Martinez-Gomez, 2008). HMP is also known as 4-amino-5-hydroxymethyl-2-methylpyrimidine and AIR is also known as 5-aminoimidazole ribotide.  thiCEFSGH operon expression is controlled by a thiamine pyrophosphate (TPP) responsive riboswitch in the 5' UTR. The thiC riboswitch is the target for the antibiotic pyrithiamine. The transcription start point (tsp) of the thiCEFSGH operon has not been mapped.	70850.36
EG11586	thiE	ECK3985	P30137	b3993	CG34301	g1790426	JW3957	13055	EB1545	aa	OK	211	Counterclockwise	4191592	4192227	90.34	thiA	Thiamin (and thiazole)	"Thiamin phosphate synthase; thiamine phosphate pyrophosphorylase, TMP-PPase; thiamin-thiazole moiety synthesis"	The ThiE sequence has been confirmed using MS/MS: the measured mass of the intact protein is 23014.8 indicating that the initial Met is not clipped (Kelleher, 1998). No pmid: Backstrom AD, Austin R., McMordie S, Begley TP (1995) Biosynthesis of thiamin I: the function of the thiE gene product. J. Am. Chem. Soc. 117:2351-2. yjbQ is a multicopy suppressor of thiE (Morett, 2007).	23015.28
EG11587	thiF	ECK3984	P30138	b3992	CG34298	g87082356	JW3956	13053	EB1546	aa	ALT_INIT[+6]	251	Counterclockwise	4190844	4191599	90.33	thiA	Thiamin (and thiazole)	"Adenylyltransferase, modifies ThiS C-terminus; ThiS-thiocarboxylate (ThiS-COSH) synthesis; thiamin-thiazole moiety synthesis; complexes with ThiS"	The ThiF sequence has been confirmed using MS/MS, however since use of the start codon was forced during cloning, this is not a verification of the start site: the measured mass of the intact protein is 26970.2 indicating that the initial Met is not removed (Kelleher, 1998).	26969.78
EG11591	lipB	ECK0623	P60720	b0630	CG555	g87081767	JW5089	2160	EB1283	aa	ALT_INIT[+22]	213	Counterclockwise	660860	661501	14.24	cde	Lipoate	"Lipoyl-protein ligase; lipoyl-[ACP]:protein N-lipoyltransferase"	Revised TTG start is required for active protein.  LipB is also an octanoyl-protein ligase.	23882.53
EG11594	ybeF	ECK0622	P30979	b0629	Null	g87081766	JW0624	2158	EB1551	aa	ALT_INIT[+51]	317	Counterclockwise	659648	660601	14.22	Null	Systematic nomenclature	Putative LysR-family transcriptional regulator, function unknown LysR-family transcriptional regulator, function unknown	Null	35960.38
EG11595	moaA	ECK0770	P30745	b0781	CG922	g1786999	JW0764	2669	EB1552	aa	"OK; Verified[0]"	329	Clockwise	816267	817256	17.59	"bisA;chlA;narA"	Molybdenate	"MPT synthesis; chlorate resistance protein A"	"The moaA 5' UTR has a molybdenum cofactor (Moco) sensitive riboswitch. Radical SAM superfamily. A predicted CueR site near the start of translation imported from RegulonDB has been removed; although there is some evidence of regulation by CueR, this binding site has not been confirmed."	37346.43
EG11596	moaB	ECK0771	P0AEZ9	b0782	CG31222	g1787000	JW0765	2671	EB1553	aa	"OK; Verified[1]"	170	Clockwise	817278	817790	17.61	Null	Molybdenate	"MPT synthesis; chlorate resistance protein B"	HT_Cmplx43_Mem: DcrB+MoaB+OsmE+Slp+YajG+YraP.	18665.09
EG11600	sseA	ECK2517	P31142	b2521	CG33023	g87082121	JW2505	8299	EB1557	aa	"ALT_INIT[-53]; Verified[1]"	281	Clockwise	2650516	2651361	57.13	Null	Sensitivity to serine	"3-mercaptopyruvate sulfurtransferase; enhances serine sensitivity (inhibits homoserine deHase) on lactate; rhodanese-like protein"	Null	30811.84
EG11602	glnE	ECK3043	P30870	b3053	CG33468	g1789433	JW3025	10018	EB1559	aa	OK	946	Counterclockwise	3194823	3197663	68.86	Null	Glutamine	"Protein adenylyltransferase, modifies glutamine synthase; catalyzes adenylation and deadenylation"	GlnE has two homologous domains: the N-terminal domain is the deadenylase, and the C-terminal domain is the adenylase (Jaggi, 1997).	108418.42
EG11603	ygiF	ECK3044	P30871	b3054	Null	g1789434	JW3026	10020	EB1560	aa	OK	433	Counterclockwise	3197686	3198987	68.92	Null	Systematic nomenclature	Function unknown	Null	48388.95
EG11604	smf	ECK3272	P30852	b4473	CG33631	Null	JW5708	174103	EB1561	aa	OK	374	Counterclockwise	3430458	3431582	73.94	Null	fms backwards	Function unknown, possible role in DNA metabolism	"Homologous to the H. influenzae DNA protecting protein DprA. Cloned Smf (E.c.) partially complements the transformation defect of a dprA (H.i.) mutant; a smf (E.c.) mutant had no transformation, Hfr-conjugation, recombination, or DNA repair defect (Smeets, 2006). Named smf because it is divergent to fms (def) gene. smf is predicted to have a CRP-S promoter co-regulated by both Crp and Sxy (Cameron, 2006)."	40954.92
EG11607	yciI	ECK1245	P0AB55	b1251	Null	g87081861	JW1243	4192	EB1564	aa	"ALT_INIT[-32]; Verified[0]"	98	Counterclockwise	1308593	1308889	28.20	Null	Systematic nomenclature	Function unknown	Null	10602.04
EG11608	cls	ECK1243	P0A6H8	b1249	CG915	g1787502	JW1241	4186	EB1565	aa	OK	486	Counterclockwise	1305209	1306669	28.13	"nov;yciJ"	Cardiolipin synthase	"Cardiolipin synthase; mutants dihydroxybutylphosphonate resistant; novobiocin sensitivity"	Overexpression causes filamentous biofilm formation.	54822.33
EG11609	evgA	ECK2365	P0ACZ4	b2369	CG32763	g1788712	JW2366	7817	EB1566	aa	OK	204	Clockwise	2481777	2482391	53.49	Null	E. coli homolog of Virulence Gene	"Response regulator for acid and drug resistance, cognate to EvgS; homodimeric"	EvgAS overexpression induces genes involved in acid resistance and drug resistance. EvgAS overexpression in envZ-deleted strain induces ompC expression.	22690.20
EG11610	evgS	ECK2366	P30855	b2370	CG32766	g1788713	JW2367	7819	EB1567	aa	OK	1197	Clockwise	2482396	2485989	53.50	Null	E. coli homolog of Virulence Gene	Sensor kinase for acid and drug resistance, cognate to EvgA	Overexpression causes abnormal biofilm architecture. First 21 aa are predicted to be a type I signal peptide. 	134742.71
EG11612	proP	ECK4104	P0C0L7	b4111	CG361	g1790550	JW4072	13462	EB1569	aa	OK	500	Clockwise	4328525	4330027	93.29	Null	Proline	"Proline/betaine permease, minor; osmosensor/osmoregulator"	Mg(2+) stimulon-PhoPQ regulon, EvgAS-PhoPQ cascade enhanced-expression subset. Major Facilitator Superfamily (MFS).	54845.82
EG11613	eptA	ECK4107	P30845	b4114	Null	g87082372	JW5730	13469	EB1570	aa	ALT_INIT[-10]	547	Counterclockwise	4331970	4333613	93.37	"pagB;pmrC;yjdB"	Ethanolamine phosphotransferase A	Lipid A phosphoethanolamine transferase, associated with polymyxin resistance	EptA co-localizes with ZipA. Putative first gene in basSR operon.	61667.10
EG11614	basS	ECK4105	P30844	b4112	CG28171	g1790551	JW4073	13464	EB1571	aa	OK	363	Counterclockwise	4330204	4331295	93.33	pmrB	Bacterial Adaptive reSponse	"Histidine protein kinase sensor for Lipid A modification genes; two-component system involved in polymyxin resistance that senses high extracellular Fe(2+)"	"BasR is the cognate response regulator of the BasSR two-component system. The BasSR regulon has been primarily characterized in Salmonella; unlike E. coli, Salmonella also activates PmrAB(BasSR) in low Mg(2+), mediated by PhoPQ and the PmrD protein."	41029.24
EG11615	basR	ECK4106	P30843	b4113	CG28168	g1790552	JW4074	13466	EB1572	aa	OK	222	Counterclockwise	4331305	4331973	93.35	pmrA	Bacterial Adaptive reSponse	"Response regulator for Lipid A modification genes; two-component system involved in polymyxin resistance that senses high extracellular Fe(2+)"	"BasS is the cognate sensor protein of the BasSR two-component system. Constitutive allele basR53 (pmrA53) confers polymyxin B resistance and deoxycholate hypersensitivity. EvgAS regulon. BasSR confers resistance to Fe(III)-mediated killing.The BasSR regulon has been primarily characterized in Salmonella; unlike E. coli, Salmonella also activates PmrAB(BasSR) in low Mg(2+), mediated by PhoPQ and the PmrD protein."	25030.81
EG11616	sugE	ECK4144	P69937	b4148	CG34460	g87082378	JW5738	13588	EB1573	aa	ALT_INIT[-50]	105	Clockwise	4374898	4375215	94.29	Null	Suppressor of groE	"Multidrug efflux pump; overexpression resistance to cetylpyridinium"	SugE was originally isolated as a multicopy suppressor, capable of suppressing the phage T4 growth defect of a groL mutant (Greener, 1993). sugE is not a multicopy suppressor of a groL mutant's poor growth at 43C, suggesting that sugE is not a generalized suppressor of groL defects (Chung, 2002). Unpublished results confirm that sugE is a multicopy suppressor of groL, but the tested phenotype of the groL mutant was not reported (Bay, 2007). SugE belongs to the SMR efflux pump family, DMT superfamily.	10900.26
EG11617	baeS	ECK2074	P30847	b2078	CG30761	g1788393	JW2063	6882	EB1574	aa	OK	467	Clockwise	2160900	2162303	46.57	Null	Bacterial Adaptive rEsponse	Sensor kinase for mdtABCD, acrD and spy	Confers novobiocin and deoxycholate resistance via activation of mdtABCD and acrD transcription.  BaeRS multicopy suppresses envZ and phoR/creC mutations.  Spy is induced by envelope stress, dependent on both CpxR and BaeSR.	51991.33
EG11618	baeR	ECK2075	P69228	b2079	CG30764	g1788394	JW2064	6884	EB1575	aa	OK	240	Clockwise	2162300	2163022	46.60	Null	Bacterial Adaptive rEsponse	Response regulator for mdtABCD, acrD and spy	Confers novobiocin and deoxycholate resistance via activation of mdtABCD and acrD transcription.  BaeRS multicopy suppresses envZ and phoR/creC mutations.  Spy is induced by envelope stress, dependent on both CpxR and BaeSR.	27655.93
EG11619	mfd	ECK1100	P30958	b1114	CG35179	g1787357	JW1100	3763	EB1576	aa	OK	1148	Counterclockwise	1169741	1173187	25.21	Null	Mutation frequency decline	Transcription repair coupling factor	Mfd dissociates transcription elongation complexes blocked at nonpairing lesions and mediates recruitment of DNA repair proteins.  Arrested (backtracked) RNAP complexes are are also rescued by Mfd promoting forward translocation. Mfd structure resembles UvrB, including UvrA binding site, but no ATP-binding site.	129982.73
EG11620	rnb	ECK1281	P30850	b1286	CG272	g1787542	JW1279	4320	EB1577	aa	OK	644	Counterclockwise	1345002	1346936	28.99	Null	RNase B	"RNase II; mRNA degradation"	The rnb translation initiation site was confirmed using rnb-lacZ fusions (Zilhao, 1993).	72490.78
EG11621	metN	ECK0199	P30750	b0199	CG29795	g1786398	JW0195	671	EB1578	aa	OK	343	Counterclockwise	221614	222645	4.78	"abc;metD"	Methionine	"ABC transporter ATPase, L,D-methionine uptake; methionine sulfoximine sensitivity"	Upregulated by GSNO in defined medium (aerobic).	37788.37
EG11622	mdlA	ECK0442	P77265	b0448	CG29800	g1786653	JW0438	1555	EB1579	aa	OK	590	Clockwise	468095	469867	10.09	mdl	Multidrug resistance-like	ABC exporter permease-ATPase, function unknown	Although MdlAB are similar to multidrug exporters, no overexpression resistances were found. mdlA and mdlB were fused by a frameshift mutation or sequencing error in the original report. mdlA and mdlB were fused by a frameshift mutation or sequencing error in the original report. Rob regulon.	66017.28
EG11623	sdaB	ECK2792	P30744	b2797	CG33324	g1789161	JW2768	9172	EB1580	aa	OK	455	Clockwise	2927598	2928965	63.10	Null	Serine deaminase	"L-Serine deaminase II; L-SD2"	Binds TrxA (Kumar, 2004).	48752.92
EG11624	artP	ECK0855	P0AAF6	b0864	CG31677	g1787089	JW0848	2939	EB1581	aa	OK	242	Counterclockwise	902229	902957	19.45	Null	Arginine transport	Arginine ABC transporter ATP-binding protein	Repressed during biofilm formation.	27022.05
EG11625	artI	ECK0854	P30859	b0863	CG31674	g1787088	JW0847	2937	EB1582	aa	"OK; Verified[19]"	243	Counterclockwise	901480	902211	19.43	Null	Arginine transport	Periplasmic binding protein in artPIQM operon, ligand unknown	Repressed during biofilm formation.	26929.56
EG11626	artQ	ECK0853	P0AE34	b0862	CG31670	g1787087	JW0846	2933	EB1583	aa	OK	238	Counterclockwise	900757	901473	19.41	Null	Arginine transport	Arginine ABC transporter permease	Null	26217.13
EG11627	artM	ECK0852	P0AE30	b0861	CG31667	g1787086	JW0845	2931	EB1584	aa	OK	222	Counterclockwise	900089	900757	19.40	Null	Arginine transport	Arginine ABC transporter permease	Null	24913.77
EG11628	artJ	ECK0851	P30860	b0860	CG31664	g1787085	JW0844	2927	EB1585	aa	"OK; Verified[19]"	243	Counterclockwise	899067	899798	19.38	Null	Arginine transport	Arginine-binding protein, periplasmic	Null	26829.48
EG11629	potF	ECK0845	P31133	b0854	CG31694	g1787078	JW0838	2913	EB1586	aa	"OK; Verified[26]"	370	Clockwise	893007	894119	19.25	Null	Putrescine-ornithine transporter	Putrescine ABC transporter periplasmic binding protein	PotIHGF putrescine ABC transport system.	40839.68
EG11630	potG	ECK0846	P31134	b0855	CG31697	g87081791	JW5818	2915	EB1587	aa	ALT_INIT[-27]	377	Clockwise	894214	895347	19.27	Null	Putrescine-ornithine transporter	Putrescine ABC transporter ATP-binding protein	PotIHGF putrescine ABC transport system.	41930.69
EG11631	potH	ECK0847	P31135	b0856	CG31700	g1787080	JW0840	2917	EB1588	aa	OK	317	Clockwise	895357	896310	19.30	Null	Putrescine-ornithine transporter	Putrescine ABC transporter permease	PotIHGF putrescine ABC transport system.	35489.54
EG11632	potI	ECK0848	P0AFL1	b0857	CG31703	g1787081	JW0841	2919	EB1589	aa	OK	281	Clockwise	896307	897152	19.32	Null	Putrescine-ornithine transporter	Putrescine ABC transporter permease	PotIHGF putrescine ABC transport system.	30540.58
EG11636	ydeA	ECK1521	P31122	b1528	CG62072	g1787808	JW1521	5103	EB1592	aa	OK	396	Clockwise	1615052	1616242	34.81	Null	Systematic nomenclature	"Arabinose exporter, mutation reduces arabinose efflux; overexpression interferes with arabinose accumulation"	Major Facilitator Superfamily (MFS).	42538.21
EG11637	marC	ECK1522	P0AEY1	b1529	CG77008	g1787809	JW1522	5106	EB1593	aa	OK	221	Counterclockwise	1616267	1616932	34.84	"ydeB;ydeC"	Multiple antibiotic resistance	"Inner membrane protein, function unknown; not involved in antibiotic resistance"	marC is not regulated by marR and marC mutations and clones do not confer antibiotic phenotypes (McDermott, 2007). marC, ychE and yhgN are paralogs. Topology mapped using protein fusions.	23617.23
EG11639	eamA	ECK1526	P31125	b1533	CG67554	g87081929	JW5250	5116	EB1594	aa	ALT_INIT[+33]	299	Counterclockwise	1618262	1619161	34.88	ydeD	Efflux of amino acid metabolites	"Efflux pump for cysteine and O-acetyl-L-serine; part of a L-cysteine/L-cystine shuttle system confering hydrogen peroxide resistance"	"EamA(YdeD) and FliY constitute a L-cysteine/L-cystine shuttle system confering hydrogen peroxide resistance; EamA exports L-cysteine to the periplasm where it scavenges hydrogen peroxide; eamA(ydeD), eamB(yfiK) and fliY are induced by hydrogen peroxide and cysteine (Ohtsu, 2010). EamA belongs to the EamA/RhaT transporter family, DMT superfamily. Dasler et al. used start codon mutagenesis to verify this start codon."	32324.19
EG11640	ydeE	ECK1527	P31126	b1534	Null	g1787815	JW1527	5121	EB1595	aa	OK	395	Clockwise	1619356	1620543	34.90	ydeF	Systematic nomenclature	"Required for swarming, putative transporter, function unknown; no overexpression resistances found"	Major Facilitator Superfamily (MFS).	42658.95
EG11643	ydeH	ECK1528	P31129	b1535	Null	g1787816	JW1528	5123	EB1596	aa	OK	296	Counterclockwise	1620984	1621874	34.94	ydeG	Systematic nomenclature	Diguanylate cyclase, required for pgaD induction	Full induction of pgaD requires c-di-GMP specifically produced by YdeH (Boehm, 2009). YdeH mRNA is translationally repressed by CsrA (Jonas, 2008). ydeH overexpression causes a 20-fold increase in di-c-GMP and represses motility, but a ydeH mutant has little effect (Jonas, 2008).  The results of Jonas (2008) might indicate that although the di-c-GMP spike inhibits motility it is not known if this is the normal function of the overproduced diguanylate cyclase or if the overexpression induced non-physiological crosstalk.  YdeH has a C-terminal diguanylate cyclase GGDEF domain.	33863.49
EG11645	ydeJ	ECK1530	P31131	b1537	Null	g1787818	JW1530	5131	EB1598	aa	OK	172	Clockwise	1622797	1623315	34.98	Null	Systematic nomenclature	"Function unknown, may bind to RecA; homologous to colligrin, a Streptococcus protein that localizes RecA to the membrane; ygaD paralog"	Null	18320.82
EG11647	accA	ECK0184	P0ABD5	b0185	CG29829	g1786382	JW0180	630	EB1600	aa	"OK; Verified[1]"	319	Clockwise	208621	209580	4.50	Null	Acetyl-CoA carboxylase	Acetyl-CoA carboxylase, carboxyltransferase alpha subunit	Null	35241.54
EG11648	dkgB	ECK0207	P30863	b0207	Null	g1786400	JW0197	692	EB1601	aa	OK	267	Clockwise	229167	229970	4.94	yafB	DiKetoGluconate	2,5-diketo-D-gluconate reductase B	4/32 DkgB(YafB) peptide masses from MS analysis confirm this start codon and indicate that the initial Met is removed (Maillet, 2007).	29436.79
EG11649	yafC	ECK0208	P30864	b0208	CG86284	g1786401	JW0198	694	EB1602	aa	OK	304	Counterclockwise	229967	230881	4.96	Null	Systematic nomenclature	Putative LysR-family transcriptional regulator, function unknown	Null	33775.82
EG11651	yafE	ECK0210	P30866	b0210	CG86290	g1786404	JW0200	702	EB1604	aa	OK	207	Clockwise	231926	232549	5.00	Null	Systematic nomenclature	Predicted SAM-dependent methyltransferase, function unknown	Null	22991.10
EG11652	degS	ECK3224	P0AEE3	b3235	CG36678	g1789630	JW3204	10611	EB1605	aa	OK	355	Clockwise	3380222	3381289	72.85	"hhoB;htrH"	Degradative protease	"Serine protease, degrades periplasmic RseA, activating RpoE; multicopy suppressor of prc; periplasmic stress sensor for unfolded or misfolded OMPs"	degS is an essential gene. DegS may be anchored to the inner membrane. Mutants have elevated OM vesiculation (McBroom, 2006).	37581.02
EG11654	fliG	ECK1937	P0ABZ1	b1939	CG18322	g1788249	JW1923	6456	EB1607	aa	OK	331	Clockwise	2012904	2013899	43.38	"flaAII.2;flaBII"	Flagella	"Rotor protein for flagellar motor switching and energizing; role in flagellar assembly"	FliGMN switch complex on the rotor of the bacterial flagellum. FliG interacts with the stator protein MotA.	36775.98
EG11656	fliH	ECK1938	P31068	b1940	CG18319	g87082004	JW1924	6458	EB1608	aa	ALT_INIT[-7]	228	Clockwise	2013892	2014578	43.41	"flaAII.3;flaBIII"	Flagella	"Negative regulator of FliI ATPase activity; involved in flagellar assembly and export"	Characterized primarily in Salmonella.  Overexpression causes a decrease in the amount of biofilm formed and decreases motility.	25050.16
EG11657	ybbA	ECK0489	P0A9T8	b0495	Null	g1786703	JW0484	1717	EB1609	aa	OK	228	Clockwise	518957	519643	11.19	Null	Systematic nomenclature	Function unknown	2/15 YbbA peptide masses from MS analysis confirm this start codon and indicate that the initial Met is removed (Maillet, 2007).	24532.94
EG11660	yedE	ECK1928	P31064	b1929	Null	g1788238	JW1914	6422	EB1612	aa	OK	401	Clockwise	2006301	2007506	43.24	Null	Systematic nomenclature	Function unknown	Null	44428.89
EG11663	slyD	ECK3336	P0A9K9	b3349	CG35441	g1789748	JW3311	10946	EB1614	aa	"OK; Verified[0]"	196	Counterclockwise	3475929	3476519	74.92	Null	Sensitivity to lysis	"FKBP-type peptidyl-prolyl cis-trans isomerase; metal ion regulated; overexpression causes filamentation; required to stabilize E lysis protein of bacteriophage phiX174"	HypB requires binding of SlyD for hydrogenase activity as SlyD helps facilitate nickel insertion. Binds TrxA (Kumar, 2004). SlyD has a histidine-rich, nickel-binding region, so it is a common contaminant in protein purification of His-tagged proteins (Parsy, 2007). SlyD is a a heat-shock protein that facilitates folding and enhances the solubilty of aggregation-prone proteins (Han, 2007). SlyD is required for MazF-mediated cell death after either DNA damage or inhibition of translation (Amitai, 2009).	20852.83
EG11665	bacA	ECK3047	P60932	b3057	CG29739	g1789437	JW3029	10034	EB1616	aa	OK	273	Counterclockwise	3201332	3202153	69.00	uppP	Bacitracin	"Undecaprenyl pyrophosphate phosphatase BacA(UppP); overexpression confers bacitracin resistance"	"BacA(UppP) encodes 75% of the cell's UppP activity. The bacA gene is not essential, but UppP activity is essential to synthesize undecaprenyl phosphate, a C55 lipid carrier for cell wall synthesis, so a ybjG pgpB bacA triple mutant is lethal; overexpression, but not wildtype levels,  of the LpxT(YeiU) UppP activity rescues the triple mutant (El Ghachi, 2005). BacA does not encode undecaprenol phosphokinase activity as previously hypothesized. ybjG and bacA are not involved in lipid A modification (Touze, 2008)."	29758.76
EG11666	moaC	ECK0772	P0A738	b0783	CG31225	g1787001	JW0766	2673	EB1617	aa	"OK; Verified[1]"	161	Clockwise	817793	818278	17.63	Null	Molybdenate	"MPT (molybdopterin ) biosynthesis; chlorate resistance protein C"	Null	17467.24
EG11668	atoC	ECK2213	Q06065	b2220	CG984	g1788550	JW2214	7343	EB1619	aa	OK	461	Clockwise	2319888	2321273	50.00	Az	Acetoacetate	"Response regulator for atoDAEB operon; AtoS is the two-component cognate sensor protein; induced by acetoacetate; ornithine decarboxylase antizyme Az, polyamine-inducible"	Bifunctional bacterial antizyme AtoC(Az) binds to and inhibits ornithine decarboxylase. AtoCS mutants have lowered complexed poly-(R)-3-hydroxybutyrate (cPHB) levels: the ato operon is required for maximal cPHB production (Theodoroua, 2006).	52176.39
EG11669	atoD	ECK2214	P76458	b2221	CG18514	g1788551	JW2215	7347	EB1620	aa	OK	220	Clockwise	2321469	2322131	50.04	Null	Acetoacetate	Acetyl-CoA:acetoacetyl-CoA transferase beta-subunit	Null	23526.21
EG11670	atoA	ECK2215	P76459	b2222	CG986	g1788552	JW2216	7349	EB1621	aa	OK	216	Clockwise	2322131	2322781	50.05	Null	Acetoacetate	Acetate CoA-transferase	Null	22959.65
EG11672	atoB	ECK2217	P76461	b2224	CG985	g1788554	JW2218	7355	EB1623	aa	OK	394	Clockwise	2324131	2325315	50.09	Null	Acetoacetate	Acetyl-CoA acetyltransferase	Null	40352.48
