Merge ID	1DG005_L2s_NSAF	1DG005_PEL_L2_NSAF	1DG006_L6_NSAF	1DG010_L1_NSAF	# Studies	TableS4_BL21_DE3_ProteomeV8 Duplicates	BL21(DE3) Entry name (Uniprot)	Subcellular Location (Uniprot)	TatP D-score	Protein Len	Protein MW	Unique Peptides	Unique Spectra	Total #spectra	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra
C6EC12_ECOBD	1	1	1	1	4	PTNC_ECOLI	C6EC12_ECOBD	B	Mannose-specific enzyme IIC component of PTS (PTS system, mannose/fructose/sorbose family, IIC subunit)	266	1,854.85	2	2	34	1,854.85	266	2	3	43	1,855.83	266	2	3	42	1,854.85	266	2	3	9
C6EC11_ECOBD	1	1	1	1	4	PTND_ECOLI	C6EC11_ECOBD	B	PTS system, mannose/fructose/sorbose family, IID subunit	283	1,593.83	20	26	76	9.605.474	283	21	33	95	9.605.474	283	20	34	128	1,949.08	283	18	32	85
C6EDM6_ECOBD	0	0	0	0	0	PTOCB_ECOLI	C6EDM6_ECOBD	B	Fused maltose and glucose-specific PTS enzymes: IIB component-IIC component (EC 2.7.1.69) (PTS system, maltose and glucose-specific IIBC subunit)																				
C6EH87_ECOBD	0	0	0	0	0	PTPB1_ECOLI	C6EH87_ECOBD	A	N-acetylgalactosamine-specific enzyme IIB component of PTS (EC 2.7.1.69) (PTS system, mannose/fructose/sorbose family, IIB subunit) (EC 2.7.1.69)																				
C6EH94_ECOBD	0	0	0	0	0	PTPB2_ECOLI	C6EH94_ECOBD	A	N-acetylgalactosamine-specific enzyme IIB component of PTS (EC 2.7.1.69) (PTS system, mannose/fructose/sorbose family, IIB subunit) (EC 2.7.1.69)																				
C6EH86_ECOBD	0	0	0	0	0	PTPC1_ECOLI	C6EH86_ECOBD	B	N-acetylgalactosamine-specific enzyme IIC component of PTS (EC 2.7.1.69) (PTS system, mannose/fructose/sorbose family, IIC subunit)																				
C6EH93_ECOBD	0	0	0	0	0	PTPC2_ECOLI	C6EH93_ECOBD	B	N-acetylgalactosamine-specific enzyme IIC component of PTS (Phosphotransferase system PTS sorbose-specific IIC subunit)																				
C6EH85_ECOBD	0	0	0	0	0	PTPD_ECOLI	C6EH85_ECOBD	B	N-acetylgalactosamine-specific enzyme IID component of PTS (EC 2.7.1.69) (PTS system, mannose/fructose/sorbose family, IID subunit)																				
C6ECM2_ECOBD	0	0	0	0	0	PTQA_ECOLI	C6ECM2_ECOBD	F1	N,N'-diacetylchitobiose-specific enzyme IIA component of PTS (EC 2.7.1.69) (PTS system, lactose-specific IIa component)																				
C6ECM0_ECOBD	0	0	0	0	0	PTQB_ECOLI	C6ECM0_ECOBD	F1	N,N'-diacetylchitobiose-specific enzyme IIB component of PTS (EC 2.7.1.69) (PTS system, lactose/cellobiose family IIB subunit) (EC 2.7.1.69)																				
C6ECM1_ECOBD	0	0	0	0	0	PTQC_ECOLI	C6ECM1_ECOBD	B	N,N'-diacetylchitobiose-specific enzyme IIC component of PTS (EC 2.7.1.69) (PTS system, cellobiose-specific IIC subunit) (EC 2.7.1.69)																				
C6EJ48_ECOBD	1	1	1	1	4	PTRA_ECOLI	C6EJ48_ECOBD	G	Peptidase M16 domain protein (Protease III)	962	1,789.78	24	27	40	1,789.78	962	20	21	26	1,164.55	962	27	32	42	1,225.73	962	2	2	2
C6EBY4_ECOBD	0	0	0	0	0	PTRB_ECOLI	C6EBY4_ECOBD	A	Oligopeptidase B (EC 3.4.21.83) (Protease II) (EC 3.4.21.-)																				
C6EH23_ECOBD	1	1	1	1	4	PTSN_ECOLI	C6EH23_ECOBD	F1	PTS IIA-like nitrogen-regulatory protein PtsN (Sugar-specific enzyme IIA component of PTS) (EC 2.7.1.69)	163	1,811.04	1	1	1	1,811.04	163	1	1	1	1,157.68	163	2	3	4	1,157.68	163	1	1	1
C6EH21_ECOBD	0	0	0	0	0	PTSO_ECOLI	C6EH21_ECOBD	A	Phosphohistidinoprotein-hexose phosphotransferase component of N-regulated PTS system (Npr) (Phosphotransferase system, phosphocarrier protein HPr)																				
C6ECA8_ECOBD	1	1	1	1	4	PTTBC_ECOLI	C6ECA8_ECOBD	B	Fused trehalose(Maltose)-specific PTS enzyme: IIB component/IIC component (PTS system, trehalose-specific IIBC subunit)	473	9.744.903	14	23	93	9.744.903	473	10	14	37	1,102.58	473	13	22	176	9.744.903	473	9	15	39
C6EG81_ECOBD	0	0	0	0	0	PTV3B_ECOLI	C6EG81_ECOBD	B	Fused beta-glucoside-specific PTS enzymes: IIA component/IIB component/IIC component (EC 2.7.1.69) (PTS system, beta-glucoside-specific IIABC subunit)																				
C6EJQ6_ECOBD	1	1	1	1	4	PTW3C_ECOLI	C6EJQ6_ECOBD	B	Fused N-acetyl glucosamine specific PTS enzyme: IIC, IIB, and IIA components (EC 2.7.1.69) (PTS system, N-acetylglucosamine-specific IIBC subunit)	648	8.604.836	19	23	78	8.604.836	648	19	24	61	7.304.458	648	31	50	251	8.604.836	648	24	31	81
C6EKS4_ECOBD	1	1	1	1	4	PTYBC_ECOLI	C6EKS4_ECOBD	B	N-acetylmuramic acid phosphotransfer permease (Phosphotransferase system EIIC)	474	2,205.30	1	1	1	2,205.30	474	1	1	1	1,666.71	474	3	4	10	1,666.71	474	3	3	4
C6ELE1_ECOBD	0	0	0	0	0	PUR1_ECOLI	C6ELE1_ECOBD	A	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase)																				
C6EE13_ECOBD	0	0	0	0	0	PUR2_ECOLI	C6EE13_ECOBD	A	Phosphoribosylamine-glycine ligase (EC 6.3.4.13) (Phosphoribosylamine/glycine ligase) (EC 6.3.4.13)																				
C6EKL1_ECOBD	0	0	0	0	0	PUR3_ECOLI	C6EKL1_ECOBD	A	Phosphoribosylglycinamide formyltransferase																				
C6EKF0_ECOBD	0	0	0	0	0	PUR4_ECOLI	C6EKF0_ECOBD	A	Phosphoribosylformylglycinamidine synthase (EC 6.3.5.3)																				
C6EKL2_ECOBD	0	0	0	0	0	PUR5_ECOLI	C6EKL2_ECOBD	A	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)																				
C6EKU3_ECOBD	0	0	0	0	0	PUR6_ECOLI	C6EKU3_ECOBD	A	Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21) (Phosphoribosylaminoimidazole carboxylase, catalytic subunit) (EC 4.1.1.21)																				
C6EKN5_ECOBD	1	1	1	0	3	PUR7_ECOLI	C6EKN5_ECOBD	A	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	237	8.014.941	8	8	16	8.014.941	237	4	4	4	1,895.98	237	1	1	1					
C6EGW0_ECOBD	0	0	1	0	1	PUR8_ECOLI	C6EGW0_ECOBD	A	Adenylosuccinate lyase											1,019.54	456	2	2	2					
C6EE12_ECOBD	0	0	1	0	1	PUR9_ECOLI	C6EE12_ECOBD	A	Bifunctional purine biosynthesis protein purH											1,160.63	529	1	1	1					
C6ECH2_ECOBD	1	1	1	1	4	PURA_ECOLI	C6ECH2_ECOBD	A	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	432	1,065.49	9	10	13	1,065.49	432	9	10	12	1,274.71	432	8	8	9	1,117.60	432	3	3	3
C6EKU4_ECOBD	0	0	0	0	0	PURK_ECOLI	C6EKU4_ECOBD	A	Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (Phosphoribosylaminoimidazole carboxylase, ATPase subunit) (EC 4.1.1.21)																				
C6EG89_ECOBD	1	1	1	1	4	PURP_ECOLI	C6EG89_ECOBD	B	Predicted inner membrane protein (Xanthine/uracil/vitamin C permease)	445	1,725.93	1	1	1	1,725.93	445	2	6	30	7.033.622	445	4	11	45	1,725.93	445	2	5	6
C6ECU5_ECOBD	1	1	0	0	2	PURR_ECOLI	C6ECU5_ECOBD	A	DNA-binding transcriptional repressor, hypoxanthine-binding (Transcriptional regulator, LacI family)	341	8.455.092	2	2	2	1,108.57	341	1	1	1										
C6EBX9_ECOBD	0	0	0	0	0	PURT_ECOLI	C6EBX9_ECOBD	A	Phosphoribosylglycinamide formyltransferase 2 (EC 4.1.1.21)																				
C6EGN5_ECOBD	1	1	0	0	2	PURU_ECOLI	C6EGN5_ECOBD	A	Formyltetrahydrofolate deformylase	280	1,059.58	2	2	2	1,059.58	280	2	2	2										
C6EHJ3_ECOBD	1	1	0	0	2	PUTA_ECOLI	C6EHJ3_ECOBD	F1	Delta-1-pyrroline-5-carboxylate dehydrogenase (Fused DNA-binding transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase) (EC 1.5.1.12) (EC 1.5.99.8)	1320	1,694.99	9	9	16	1,376.67	1320	7	7	9										
C6EHJ1_ECOBD	1	1	1	1	4	PUTP_ECOLI	C6EHJ1_ECOBD	B	Proline:sodium symporter (Sodium/proline symporter)	502	2,112.97	3	3	16	2,112.97	502	3	3	16	1,169.56	502	3	4	18	1,655.76	502	2	2	4
C6EFT5_ECOBD	1	0	0	0	1	PUUA_ECOLI	C6EFT5_ECOBD	A	Gamma-Glu-putrescine synthase (Glutamate--putrescine ligase) (EC 6.3.1.11)	472	1,278.69	1	1	1															
C6EFT1_ECOBD	1	1	1	0	3	PUUB_ECOLI	C6EFT1_ECOBD	A	FAD dependent oxidoreductase (Gamma-Glu-putrescine oxidase, FAD/NAD(P)-binding)	426	1,529.69	5	5	8	8.034.258	426	2	2	4	8.034.258	426	1	1	2					
C6EFT2_ECOBD	0	0	0	0	0	PUUC_ECOLI	C6EFT2_ECOBD	A	Aldehyde Dehydrogenase (Gamma-Glu-gamma-aminobutyraldehyde dehydrogenase, NAD(P)H-dependent)																				
C6EFT4_ECOBD	0	0	1	1	2	PUUD_ECOLI	C6EFT4_ECOBD	A	Gamma-Glu-GABA hydrolase (Gamma-glutamyl-gamma-aminobutyrate hydrolase) (EC 3.5.1.94)											2,273.16	254	1	1	1	2,273.16	254	1	1	5
C6EFT0_ECOBD	0	0	0	0	0	PUUE_ECOLI	C6EFT0_ECOBD	A	4-aminobutyrate aminotransferase (GABA aminotransferase, PLP-dependent)																				
C6EFT6_ECOBD	0	0	0	0	0	PUUP_ECOLI	C6EFT6_ECOBD	B	Amino acid permease-associated region (Putrescine importer)																				
C6EFT3_ECOBD	0	0	0	0	0	PUUR_ECOLI	C6EFT3_ECOBD	A	DNA-binding transcriptional repressor (Transcriptional regulator, XRE family)																				
C6ECA3_ECOBD	0	0	1	0	1	PYRB_ECOLI	C6ECA3_ECOBD	A	Aspartate carbamoyltransferase (EC 2.1.3.2) (Aspartate transcarbamylase)											1,110.70	311	1	1	1					
C6EHF1_ECOBD	0	0	0	0	0	PYRC_ECOLI	C6EHF1_ECOBD	A	Dihydroorotase (DHOase) (EC 3.5.2.3)																				
C6EI37_ECOBD	1	1	1	1	4	PYRD_ECOLI	C6EI37_ECOBD	F1	Dihydroorotate dehydrogenase (EC 1.3.5.2) (DHOdehase) (Dihydroorotate oxidase)	336	9.914.706	13	16	38	9.914.706	336	7	10	10	2,006.08	336	16	23	50	7.624.179	336	15	20	41
C6EDE9_ECOBD	1	1	0	1	3	PYRE_ECOLI	C6EDE9_ECOBD	A	Orotate phosphoribosyltransferase (EC 2.4.2.10)	213	1,082.59	2	2	2	1,082.59	213	2	2	2						1,082.59	213	1	1	1
C6EFV3_ECOBD	0	0	0	0	0	PYRF_ECOLI	C6EFV3_ECOBD	A	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)																				
C6EJ92_ECOBD	1	1	1	1	4	PYRG_ECOLI	C6EJ92_ECOBD	B	CTP synthase (EC 6.3.4.2) (CTP synthetase) (UTP--ammonia ligase)	545	9.555.319	18	19	30	1,196.56	545	10	10	14	1,187.62	545	13	13	15	9.364.897	545	5	5	5
C6EAB4_ECOBD	1	1	1	1	4	PYRH_ECOLI	C6EAB4_ECOBD	A	Uridylate kinase (EC 2.7.4.22)	241	9.915.571	3	3	7	1,421.72	241	1	1	1	6.933.677	241	3	3	4	1,421.72	241	3	3	3
C6ECA4_ECOBD	0	0	0	0	0	PYRI_ECOLI	C6ECA4_ECOBD	A	Aspartate carbamoyltransferase regulatory chain																				
C6EKX5_ECOBD	1	1	1	1	4	QMCA_ECOLI	C6EKX5_ECOBD	B	Band 7 protein (Predicted protease, membrane anchored)	305	2,394.23	3	3	5	2,394.23	305	3	3	5	7.333.474	305	17	25	35	1,698.92	305	6	6	6
C6EDW9_ECOBD	1	1	0	0	2	QOR1_ECOLI	C6EDW9_ECOBD	A	Alcohol dehydrogenase zinc-binding domain protein (Quinone oxidoreductase, NADPH-dependent) (EC 1.6.5.5)	327	9.545.003	2	2	3	9.545.003	327	2	2	2										
C6ECD3_ECOBD	0	0	0	0	0	QOR2_ECOLI	C6ECD3_ECOBD	A	NAD(P)H:quinone oxidoreductase (NmrA family protein)																				
C6EHW8_ECOBD	1	1	0	0	2	QSEB_ECOLI	C6EHW8_ECOBD	A	DNA-binding response regulator in two-component regulatory system with QseC (Two component transcriptional regulator, winged helix family)	219	1,250.68	1	1	5	1,090.51	219	1	1	1										
C6EHW7_ECOBD	1	1	1	1	4	QSEC_ECOLI	C6EHW7_ECOBD	B	Histidine kinase (Sensory histidine kinase in two-component regulatory system with QseB) (EC 2.7.3.-)	449	8.774.019	17	19	30	8.774.019	449	16	19	28	1,309.82	449	25	32	58	1,058.58	449	20	22	30
C6ELH9_ECOBD	1	0	0	0	1	QUEA_ECOLI	C6ELH9_ECOBD	A	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 5.-.-.-) (Queuosine biosynthesis protein queA)	356	1,002.59	1	1	1															
C6EL19_ECOBD	1	1	0	0	2	QUEC_ECOLI	C6EL19_ECOBD	B	7-cyano-7-deazaguanine synthase (EC 6.3.-.-) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein queC)	231	1,843.05	1	1	1	1,843.05	231	1	1	1										
C6EJA7_ECOBD	0	0	0	0	0	QUED_ECOLI	C6EJA7_ECOBD	A	6-pyruvoyl tetrahydrobiopterin synthase (PTPS) (6-pyruvoyl tetrahydropterin synthase)																				
C6EJ78_ECOBD	0	0	0	0	0	QUEF_ECOLI	C6EJ78_ECOBD	A	7-cyano-7-deazaguanine reductase (EC 1.7.1.13) (Putative uncharacterized protein yqcD)																				
C6EBI2_ECOBD	1	1	1	1	4	RADA_ECOLI	C6EBI2_ECOBD	A	DNA repair protein radA	460	1,320.70	11	11	18	1,320.70	460	8	8	9	1,320.70	460	12	13	16	1,135.69	460	5	6	10
C6EJZ4_ECOBD	1	1	1	1	4	RAIA_ECOLI	C6EJZ4_ECOBD	A	Cold shock protein associated with 30S ribosomal subunit (Sigma 54 modulation protein/ribosomal protein S30EA)	113	1,865.95	5	6	11	1,865.95	113	5	6	11	1,866.86	113	1	1	2	1,866.86	113	1	1	1
C6EAZ6_ECOBD	1	0	0	0	1	RAPA_ECOLI	C6EAZ6_ECOBD	A	ATP-dependent helicase HepA (SNF2-related protein)	968	1,434.76	3	3	3															
C6EI90_ECOBD	0	0	0	0	0	RARA_ECOLI	C6EI90_ECOBD	A	AAA ATPase central domain protein (Recombination protein)																				
C6EFZ3_ECOBD	0	0	0	0	0	RARD_ECOLI	C6EFZ3_ECOBD	B	Predicted chloramphenical resistance permease (RarD protein, DMT superfamily transporter)																				
C6EG57_ECOBD	0	0	1	0	1	RAVA_ECOLI	C6EG57_ECOBD	A	ATPase associated with various cellular activities AAA_5 (Fused predicted transcriptional regulator: sigma54 activator protein/conserved protein)											1,666.95	498	1	1	1					
C6EH58_ECOBD	1	1	0	0	2	RBFA_ECOLI	C6EH58_ECOBD	A	Ribosome-binding factor A	133	9.555.936	12	15	40	9.555.936	133	4	4	4										
C6EG53_ECOBD	0	0	0	0	0	RBSA_ECOLI	C6EG53_ECOBD	F1	ABC transporter related (Fused D-ribose transporter subunits of ABC superfamily: ATP-binding components)																				
C6EJ65_ECOBD	1	0	1	0	2	RBSA_ECOLI	C6EJ65_ECOBD	F1	ABC transporter related (Putative uncharacterized protein)	499	900.501	2	2	2						9.164.848	499	1	1	1					
C6EG51_ECOBD	1	1	1	1	4	RBSB_ECOLI	C6EG51_ECOBD	G	D-ribose transporter subunit (Periplasmic binding protein/LacI transcriptional regulator)	296	1,739.95	3	3	7	1,571.82	296	3	3	3	5.863.923	296	3	3	3	1,385.77	296	1	1	1
C6EG52_ECOBD	0	0	0	0	0	RBSC_ECOLI	C6EG52_ECOBD	B	Inner-membrane translocator (Ribose ABC transporter permease protein)																				
C6EG50_ECOBD	0	0	0	0	0	RBSK_ECOLI	C6EG50_ECOBD	A	Ribokinase																				
C6EG49_ECOBD	0	0	0	0	0	RBSR_ECOLI	C6EG49_ECOBD	A	Transcriptional regulator, LacI family																				
C6ECD5_ECOBD	0	0	0	0	0	RCMNS_ECOLI	C6ECD5_ECOBD	A	Predicted regulator of cell morphogenesis and cell wall metabolism (Putative uncharacterized protein)																				
C6EBB4_ECOBD	0	0	0	0	0	RCSA_ECOLI	C6EBB4_ECOBD	A	Transcriptional regulator, LuxR family																				
C6E9Y2_ECOBD	1	1	1	1	4	RCSC_ECOLI	C6E9Y2_ECOBD	B	Histidine kinase	949	8.574.729	24	25	38	1,666.82	949	13	14	23	1,050.55	949	45	59	118	6.934.042	949	12	12	18
C6EA88_ECOBD	1	1	1	1	4	RCSF_ECOLI	C6EA88_ECOBD	I	Outer membrane lipoprotein (Predicted outer membrane protein, signal)	134	1,445.78	10	12	76	1,445.78	134	8	13	55	807.403	134	7	10	44	807.403	134	8	9	18
C6EIF7_ECOBD	0	0	1	0	1	RDGB_ECOLI	C6EIF7_ECOBD	A	Nucleoside-triphosphatase (EC 3.6.1.15)											1,596.75	197	1	1	1					
C6ELJ1_ECOBD	0	0	1	0	1	RDGC_ECOLI	C6ELJ1_ECOBD	A	Putative exonuclease RdgC											1,128.64	325	1	1	3					
C6EF44_ECOBD	1	1	0	0	2	RDOA_ECOLI	C6EF44_ECOBD	A	Aminoglycoside phosphotransferase (Predicted kinase)	328	1,544.80	3	3	3	1,544.80	328	1	1	1										
C6EJT2_ECOBD	0	0	0	0	0	RECA_ECOLI	C6EJT2_ECOBD	F1	Protein recA (Recombinase A)																				
C6ECH9_ECOBD	0	0	0	0	0	RECF_ECOLI	C6ECH9_ECOBD	A	DNA replication and repair protein recF																				
C6EDD8_ECOBD	0	0	1	0	1	RECG_ECOLI	C6EDD8_ECOBD	A	ATP-dependent DNA helicase (EC 3.6.1.-) (ATP-dependent DNA helicase RecG)											6.293.982	693	2	2	2					
C6EIL6_ECOBD	0	0	1	0	1	RECJ_ECOLI	C6EIL6_ECOBD	B	Single-stranded-DNA-specific exonuclease RecJ (SsDNA exonuclease, 5'-> 3'-specific) (EC 3.1.-.-)											1,287.71	577	1	1	1					
C6EJX7_ECOBD	0	0	0	0	0	RECN_ECOLI	C6EJX7_ECOBD	B	DNA repair protein RecN (Recombination and repair protein)																				
C6EK22_ECOBD	0	0	0	0	0	RECO_ECOLI	C6EK22_ECOBD	B	DNA repair protein recO (Recombination protein O)																				
C6EF89_ECOBD	0	0	0	0	0	RECQ_ECOLI	C6EF89_ECOBD	A	ATP-dependent DNA helicase (EC 3.6.1.-) (ATP-dependent DNA helicase, RecQ family)																				
C6EKZ2_ECOBD	0	0	0	0	0	RECR_ECOLI	C6EKZ2_ECOBD	A	Recombination protein recR																				
C6EJT3_ECOBD	0	0	0	0	0	RECX_ECOLI	C6EJT3_ECOBD	A	Regulatory protein recX																				
C6EJ88_ECOBD	1	1	1	1	4	RELA_ECOLI	C6EJ88_ECOBD	A	(P)ppGpp synthetase I, SpoT/RelA (EC 2.7.6.5) ((P)ppGpp synthetase I/GTP pyrophosphokinase) (EC 2.7.6.5)	744	1,338.67	16	17	30	1,421.68	744	9	10	13	2,013.10	744	2	2	10	1,338.67	744	2	2	2
C6EG35_ECOBD	1	0	1	0	2	REP_ECOLI	C6EG35_ECOBD	A	ATP-dependent DNA helicase Rep (DNA helicase and single-stranded DNA-dependent ATPase) (EC 3.6.1.-)	673	917.505	1	1	1						1,967.11	673	1	1	1					
C6EGQ5_ECOBD	1	0	1	0	2	RF1_ECOLI	C6EGQ5_ECOBD	A	Peptide chain release factor 1 (RF-1)	360	9.444.796	1	1	1						1,667.80	360	1	1	1					
C6EIL7_ECOBD	1	1	1	0	3	RF2_ECOLI	C6EIL7_ECOBD	A	Peptide chain release factor 2 (RF-2)	365	8.724.949	4	4	4	8.724.949	365	4	4	4	1,249.60	365	2	2	2					
C6EBJ7_ECOBD	0	0	0	0	0	RF3_ECOLI	C6EBJ7_ECOBD	A	Peptide chain release factor 3 (RF-3)																				
C6EDG9_ECOBD	1	1	1	1	4	RFAC_ECOLI	C6EDG9_ECOBD	A	ADP-heptose:LPS heptosyl transferase I (EC 2.-.-.-) (Lipopolysaccharide heptosyltransferase I)	326	8.644.938	10	10	17	2,745.44	326	6	6	9	1,668.90	326	7	7	12	1,367.61	326	5	6	6
C6EDH0_ECOBD	1	1	1	1	4	RFAF_ECOLI	C6EDH0_ECOBD	A	ADP-heptose:LPS heptosyltransferase II (EC 2.-.-.-) (Lipopolysaccharide heptosyltransferase II)	348	8.104.945	10	14	24	9.495.102	348	2	2	2	1,401.72	348	4	4	6	1,611.88	348	4	4	5
C6EDG0_ECOBD	1	1	1	0	3	RFAG_ECOLI	C6EDG0_ECOBD	A	Glucosyltransferase I (Glycosyl transferase group 1)	374	8.754.945	20	21	32	8.754.945	374	5	5	6	829.489	374	6	7	14					
C6EF56_ECOBD	1	0	0	0	1	RFAH_ECOLI	C6EF56_ECOBD	A	Transcriptional acivator RfaH (Transcriptional activator RfaH)	162	8.824.428	4	4	5															
C6EDG2_ECOBD	0	0	0	0	0	RFAI_ECOLI	C6EDG2_ECOBD	A	Lipopolysaccharide 3-alpha-galactosyltransferase (EC 2.4.1.44) (UDP-glucose:(Glucosyl) LPS alpha1,3-glucosyltransferase WaaO)																				
C6EDG6_ECOBD	0	0	0	0	0	RFAJ_ECOLI	C6EDG6_ECOBD	A	Lipopolysaccharide glucosyltransferase I (EC 2.4.1.58) (UDP-galactose:(Galactosyl) LPS alpha1,2-galactosyltransferase)																				
C6EDG8_ECOBD	1	1	1	1	4	RFAL_ECOLI	C6EDG8_ECOBD	B	Lipid A-core, surface polymer ligase (O-antigen polymerase)	417	1,025.53	1	1	1	1,025.53	417	1	1	1	1,025.53	417	1	1	1	1,009.54	417	1	1	1
C6EDG1_ECOBD	1	1	1	1	4	RFAP_ECOLI	C6EDG1_ECOBD	A	Lipopolysaccharide kinase	265	1,577.83	9	10	19	1,577.83	265	8	9	9	6.983.179	265	11	12	21	2,355.17	265	3	3	4
C6EDF9_ECOBD	1	1	1	1	4	RFAQ_ECOLI	C6EDF9_ECOBD	A	Lipopolysaccharide heptosyltransferase III	340	3,335.70	8	11	21	2,067.06	340	1	1	1	3,335.70	340	10	11	17	3,233.78	340	3	3	4
C6EDG5_ECOBD	0	0	0	0	0	RFAY_ECOLI	C6EDG5_ECOBD	A	Lipopolysaccharide core biosynthesis protein																				
C6EG21_ECOBD	1	0	1	0	2	RFFA_ECOLI	C6EG21_ECOBD	A	TDP-4-keto-6-deoxy-D-glucose transaminase (TDP-4-oxo-6-deoxy-D-glucose transaminase)	376	1,241.68	1	1	2						1,849.98	376	1	1	1					
C6EG22_ECOBD	0	0	0	0	0	RFFC_ECOLI	C6EG22_ECOBD	A	TDP-D-fucosamine acetyltransferase																				
C6EEZ5_ECOBD	0	0	0	0	0	RHAA_ECOLI	C6EEZ5_ECOBD	A	L-rhamnose isomerase (EC 5.3.1.14)																				
C6EEZ4_ECOBD	0	0	0	0	0	RHAB_ECOLI	C6EEZ4_ECOBD	A	Rhamnulokinase																				
C6EEZ6_ECOBD	0	0	0	0	0	RHAD_ECOLI	C6EEZ6_ECOBD	A	Rhamnulose-1-phosphate aldolase (EC 4.1.2.19)																				
C6EEZ7_ECOBD	0	0	0	0	0	RHAM_ECOLI	C6EEZ7_ECOBD	A	L-rhamnose mutarotase (EC 5.1.3.n3) (Rhamnose 1-epimerase) (Type-3 mutarotase)																				
C6EEZ1_ECOBD	0	0	0	0	0	RHAR_ECOLI	C6EEZ1_ECOBD	A	DNA-binding transcriptional activator, L-rhamnose-binding (Transcriptional regulator, AraC family)																				
C6EEZ2_ECOBD	0	0	0	0	0	RHAS_ECOLI	C6EEZ2_ECOBD	A	DNA-binding transcriptional activator, L-rhamnose-binding (Transcriptional regulator, AraC family)																				
C6EEZ0_ECOBD	0	0	0	0	0	RHAT_ECOLI	C6EEZ0_ECOBD	B	L-rhamnose-proton symporter, RhaT family, DMT superfamily (L-rhamnose:proton symporter)																				
C6EG33_ECOBD	1	1	1	1	4	RHLB_ECOLI	C6EG33_ECOBD	A	ATP-dependent RNA helicase (DEAD/DEAH box helicase domain protein)	421	9.854.997	37	44	129	1,641.85	421	34	38	56	6.424.046	421	29	39	102	1,100.63	421	21	26	58
C6EIY5_ECOBD	0	0	0	0	0	RHLE_ECOLI	C6EIY5_ECOBD	A	DEAD/DEAH box helicase domain protein (RNA helicase)																				
C6E9V5_ECOBD	0	0	0	0	0	RHMA_ECOLI	C6E9V5_ECOBD	B	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.39) (Predicted 2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase)																				
C6E9V3_ECOBD	0	0	0	0	0	RHMD_ECOLI	C6E9V3_ECOBD	A	Mandelate racemase/muconate lactonizing protein																				
C6E9V2_ECOBD	0	0	0	0	0	RHMR_ECOLI	C6E9V2_ECOBD	A	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, IclR family)																				
C6E9V4_ECOBD	0	0	0	0	0	RHMT_ECOLI	C6E9V4_ECOBD	B	Major facilitator superfamily MFS_1 (Predicted transporter)																				
C6EG30_ECOBD	1	1	1	1	4	RHO_ECOLI	C6EG30_ECOBD	A	Transcription termination factor Rho	419	1,081.61	30	38	76	1,653.91	419	21	25	32	1,497.81	419	27	32	66	8.484.547	419	16	17	32
C6EIW9_ECOBD	1	1	1	1	4	RHTA_ECOLI	C6EIW9_ECOBD	B	Putative uncharacterized protein (Threonine and homoserine efflux system)	295	8.444.776	1	1	1	8.444.776	295	1	1	1	8.444.776	295	1	1	2	8.444.776	295	1	1	1
C6EF87_ECOBD	1	1	1	0	3	RHTB_ECOLI	C6EF87_ECOBD	B	Homoserine/threonine efflux pump (Neutral amino-acid efflux system)	206	848.466	2	2	2	1,102.63	206	1	1	1	7.584.408	206	1	1	1					
C6EF88_ECOBD	1	1	1	0	3	RHTC_ECOLI	C6EF88_ECOBD	B	Homoserine/threonine efflux pump (Threonine efflux system)	206	1,409.76	1	1	2	1,409.76	206	1	1	2	1,409.76	206	1	1	4					
C6EFV7_ECOBD	1	1	0	0	2	RIBA_ECOLI	C6EFV7_ECOBD	A	GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)	196	8.995.309	2	2	3	8.995.309	196	1	1	1										
C6EHV2_ECOBD	0	0	0	0	0	RIBB_ECOLI	C6EHV2_ECOBD	F1	3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12)																				
