Accession	Gene names	Gene names (PREFERRED)	Gene names (ALTERNATIVE)	Gene names (OLN)	Entry name	Subcellular locations	Protein existence	Protein family	Protein names	Gene Ontology ID	Keywords	Length	Gene location	Accession	Gene names	Gene names (PREFERRED)	Gene names (ALTERNATIVE)	Gene names (OLN)	Entry name	Subcellular locations	Protein existence	Protein family	Protein names	Gene Ontology ID	Keywords	Length	Gene location
P37330	glcB	glc	b2976	JW2943	MASZ_ECOLI	Cytoplasm. 	Evidence at protein level	Malate synthase family, GlcB subfamily	Malate synthase G (MSG) (EC 2.3.3.9)	"GO:0005737; GO:0009436; GO:0006097; GO:0004474; GO:0006099"	"3D-structure; Complete proteome; Cytoplasm; Direct protein sequencing; Glyoxylate bypass; Magnesium; Transferase; Tricarboxylic acid cycle"	723		C6EID5	glcB ECBD_0763 ECD_02844	glcB		ECBD_0763 ECD_02844	C6EID5_ECOBD	Cytoplasm. 	Inferred from homology	Malate synthase family, GlcB subfamily	Malate synthase (EC 2.3.3.9) (Malate synthase G) (EC 2.3.3.9)	"GO:0008415; GO:0005737; GO:0006097; GO:0004474; GO:0006099"	"Acyltransferase; Complete proteome; Cytoplasm; Glyoxylate bypass; Transferase; Tricarboxylic acid cycle"	723	
P0A8S1	iciA		b2916	JW2883	ICIA_ECOLI		Evidence at protein level		Chromosome initiation inhibitor (OriC replication inhibitor)	"GO:0006261; GO:0003681; GO:0032297; GO:0032582; GO:0043193; GO:0043565; GO:0003700; GO:0016566; GO:0006350; GO:0016563"	"Complete proteome; DNA-binding; Direct protein sequencing; Transcription; Transcription regulation"	297		C6EIJ3	iciA ECBD_0822 ECD_02747	iciA		ECBD_0822 ECD_02747	C6EIJ3_ECOBD		Predicted		Chromosome replication initiation inhibitor protein (Transcriptional regulator, ArgP, LysR family)	"GO:0003677; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	297	
P77165	yagT		b0286	JW0280	YAGT_ECOLI		Evidence at protein level		Putative xanthine dehydrogenase yagT iron-sulfur-binding subunit	"GO:0051537; GO:0033726; GO:0009055; GO:0046872; GO:0055114; GO:0042597; GO:0005515; GO:0006144; GO:0006166"	"2Fe-2S; Complete proteome; Iron; Iron-sulfur; Metal-binding; Oxidoreductase; Purine metabolism; Purine salvage; Signal"	229		C6EA37	yagT ECBD_3371 ECD_00245	yagT		ECBD_3371 ECD_00245	C6EA37_ECOBD		Predicted		(2Fe-2S)-binding domain protein (Predicted xanthine dehydrogenase, 2Fe-2S subunit)	"GO:0051537; GO:0009055; GO:0046872; GO:0055114; GO:0016491"	"2Fe-2S; Complete proteome; Iron; Iron-sulfur; Metal-binding"	229	
P77433	ykgG		b0308	JW5042	YKGG_ECOLI		Inferred from homology	LutC/ykgG family	Uncharacterized protein ykgG	"GO:0030272; GO:0005524; GO:0009396"	Complete proteome	231		C6ELS2	ykgG ECBD_3349 ECD_00264	ykgG		ECBD_3349 ECD_00264	C6ELS2_ECOBD		Predicted		Predicted transporter (Putative uncharacterized protein)	"GO:0030272; GO:0005524; GO:0009396"	Complete proteome	231	
P0ACM2	ydfH		b1540	JW1533	YDFH_ECOLI		Evidence at protein level		Uncharacterized HTH-type transcriptional regulator ydfH	"GO:0003677; GO:0005622; GO:0005515; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	228		C6EDU6	ydfH ECBD_2099 ECD_01499	ydfH		ECBD_2099 ECD_01499	C6EDU6_ECOBD		Predicted		Predicted DNA-binding transcriptional regulator (Transcriptional regulator, GntR family)	"GO:0003677; GO:0005622; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	228	
P36561	cobS		b1992	JW1970	COBS_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at transcript level	CobS family	Cobalamin synthase (EC 2.-.-.-)	"GO:0051073; GO:0008818; GO:0009236; GO:0016021; GO:0005886"	"Cell inner membrane; Cell membrane; Cobalamin biosynthesis; Complete proteome; Membrane; Transferase; Transmembrane; Transmembrane helix"	247		C6EB80	cobS ECBD_1657 ECD_01901	cobS		ECBD_1657 ECD_01901	C6EB80_ECOBD	"Cell inner membrane; Multi-pass membrane protein. "	Inferred from homology	CobS family	Cobalamin synthase (EC 2.-.-.-)	"GO:0008818; GO:0009236; GO:0015420; GO:0005886"	"Cell inner membrane; Cell membrane; Cobalamin biosynthesis; Complete proteome; Membrane; Transferase; Transmembrane; Transmembrane helix"	247	
P09377	rhaS	rhaC2	b3905	JW3876	RHAS_ECOLI	Cytoplasm. 	Evidence at protein level		HTH-type transcriptional activator rhaS (L-rhamnose operon regulatory protein rhaS)	"GO:0005737; GO:0006355; GO:0019299; GO:0043565; GO:0003700; GO:0006350"	"Activator; Complete proteome; Cytoplasm; DNA-binding; Repeat; Rhamnose metabolism; Transcription; Transcription regulation"	278		C6EEZ2	rhaS ECBD_4118 ECD_03791	rhaS		ECBD_4118 ECD_03791	C6EEZ2_ECOBD		Inferred from homology		DNA-binding transcriptional activator, L-rhamnose-binding (Transcriptional regulator, AraC family)	"GO:0005737; GO:0006355; GO:0019299; GO:0043565; GO:0003700; GO:0006350"	"Activator; Complete proteome; Cytoplasm; DNA-binding; Repeat; Rhamnose metabolism; Transcription; Transcription regulation"	278	
P76237	yeaJ		b1786	JW5291	YEAJ_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at transcript level		Putative diguanylate cylase YeaJ (DGC) (EC 2.7.7.65)	"GO:0009190; GO:0016021; GO:0046872; GO:0016849; GO:0005886; GO:0016740"	"Cell inner membrane; Cell membrane; Complete proteome; Magnesium; Membrane; Metal-binding; Transferase; Transmembrane; Transmembrane helix"	496		C6EC44	yeaJ ECBD_1858 ECD_01755	yeaJ		ECBD_1858 ECD_01755	C6EC44_ECOBD		Predicted		Diguanylate cyclase (Predicted diguanylate cyclase)	"GO:0009190; GO:0016849"	"Complete proteome; Signal"	496	
P77802	yagX		b0291	JW0285	YAGX_ECOLI		Predicted		Uncharacterized protein yagX	GO:0004180	"Complete proteome; Signal"	841		C6EA32	yagX ECBD_3366 ECD_00250	yagX		ECBD_3366 ECD_00250	C6EA32_ECOBD		Predicted		Predicted aromatic compound dioxygenase (Putative uncharacterized protein)	"GO:0004180; GO:0016702"	"Complete proteome; Dioxygenase; Oxidoreductase; Signal"	841	
P27306	sthA	sth udhA	b3962	JW5551	STHA_ECOLI	Cytoplasm. 	Evidence at protein level	Class-I pyridine nucleotide-disulfide oxidoreductase family	Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	"GO:0050660; GO:0003957; GO:0045454; GO:0005737; GO:0055114"	"Complete proteome; Cytoplasm; Direct protein sequencing; FAD; Flavoprotein; NAD; NADP; Oxidoreductase"	466		C6EE47	udhA sthA ECBD_4062 ECD_03847	udhA	sthA	ECBD_4062 ECD_03847	C6EE47_ECOBD	Cytoplasm. 	Inferred from homology	Class-I pyridine nucleotide-disulfide oxidoreductase family	Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	"GO:0050660; GO:0003957; GO:0045454; GO:0005737; GO:0055114"	"Complete proteome; Cytoplasm; FAD; Flavoprotein; NAD; NADP; Oxidoreductase"	466	
P0AEC0	yoaE		b1816	JW1805	YOAE_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	UPF0053 family	UPF0053 inner membrane protein yoaE	"GO:0050660; GO:0003824; GO:0016021; GO:0055114; GO:0005886"	"CBS domain; Cell inner membrane; Cell membrane; Complete proteome; Membrane; Repeat; Transmembrane; Transmembrane helix"	518		C6EC15	yoaE ECBD_1826 ECD_01786	yoaE		ECBD_1826 ECD_01786	C6EC15_ECOBD		Predicted		Fused predicted membrane protein/conserved protein (Integral membrane protein TerC)	"GO:0050660; GO:0003824; GO:0016021; GO:0055114"	Complete proteome	518	
P23721	serC	pdxC pdxF	b0907	JW0890	SERC_ECOLI	Cytoplasm. 	Evidence at protein level	Class-V pyridoxal-phosphate-dependent aminotransferase family, SerC subfamily	Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT)	"GO:0006564; GO:0004648; GO:0005737; GO:0005515; GO:0030170; GO:0042823; GO:0008615"	"3D-structure; Amino-acid biosynthesis; Aminotransferase; Complete proteome; Cytoplasm; Direct protein sequencing; Pyridoxal phosphate; Pyridoxine biosynthesis; Serine biosynthesis; Transferase"	362		C6EI75	serC ECBD_2688 ECD_00911	serC		ECBD_2688 ECD_00911	C6EI75_ECOBD	Cytoplasm. 	Inferred from homology	"Class-V pyridoxal-phosphate-dependent aminotransferase family; Class-V pyridoxal-phosphate-dependent aminotransferase family, SerC subfamily"	Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase)	"GO:0006564; GO:0004648; GO:0030170"	"Amino-acid biosynthesis; Aminotransferase; Complete proteome; Cytoplasm; Pyridoxal phosphate; Pyridoxine biosynthesis; Serine biosynthesis; Transferase"	362	
P0AC02	yfiO		b2595	JW2577	YFIO_ECOLI	"Cell outer membrane; Lipid-anchor. "	Evidence at protein level	UPF0169 (ComL) family	UPF0169 lipoprotein yfiO	"GO:0009279; GO:0005886; GO:0005515"	"Cell membrane; Cell outer membrane; Complete proteome; Lipoprotein; Membrane; Palmitate; Signal"	245		C6EJZ5	yfiO ECBD_1089 ECD_02485	yfiO		ECBD_1089 ECD_02485	C6EJZ5_ECOBD		Predicted		Outer membrane assembly lipoprotein YfiO (Predicted lipoprotein)	GO:0005488	"Complete proteome; Lipoprotein; Signal"	245	
P64557	ygfM		b2880	JW2848	YGFM_ECOLI		Predicted		Uncharacterized protein ygfM	"GO:0050660; GO:0055114; GO:0016491"	Complete proteome	259		C6EIM8	ygfM ECBD_0857 ECD_02713	ygfM		ECBD_0857 ECD_02713	C6EIM8_ECOBD		Predicted		Predicted oxidoreductase (Selenate reductase, FAD-binding subunit)	"GO:0050660; GO:0055114; GO:0016491"	Complete proteome	259	
P60872	yidE	yibE	b3685	JW3662	YIDE_ECOLI	"Cell membrane; Multi-pass membrane protein. "	Inferred from homology	AAE transporter (TC 2.A.81) family, YidE subfamily	Putative transport protein yidE	"GO:0008324; GO:0016021; GO:0005886; GO:0006813"	"Cell membrane; Complete proteome; Membrane; Repeat; Transmembrane; Transmembrane helix; Transport"	553		C6ED85	yidE ECBD_0018 ECD_03568	yidE		ECBD_0018 ECD_03568	C6ED85_ECOBD	"Cell membrane; Multi-pass membrane protein. "	Inferred from homology		Putative uncharacterized protein yidE (YidE/YbjL duplication)	"GO:0008324; GO:0016021; GO:0005886; GO:0006813"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	553	
P30850	rnb		b1286	JW1279	RNB_ECOLI	Cytoplasm. 	Evidence at protein level	Ribonuclease II (RNB) family	Exoribonuclease 2 (EC 3.1.13.1) (Exoribonuclease II) (RNase II) (Ribonuclease II)	"GO:0003723; GO:0006401; GO:0005737; GO:0008859; GO:0005515"	"3D-structure; Complete proteome; Cytoplasm; Exonuclease; Hydrolase; Nuclease; RNA-binding"	644		C6EFU6	rnb ECBD_2331 ECD_01263	rnb		ECBD_2331 ECD_01263	C6EFU6_ECOBD	Cytoplasm. 	Inferred from homology	Ribonuclease II (RNB) family	Exoribonuclease 2 (EC 3.1.13.1) (Exoribonuclease II)	"GO:0003723; GO:0005737; GO:0008859; GO:0006402"	"Complete proteome; Cytoplasm; Exonuclease; Hydrolase; Nuclease; RNA-binding"	644
P76193	ynhG		b1678	JW1668	YNHG_ECOLI	Periplasm. 	Evidence at protein level	YkuD family	Probable L,D-transpeptidase YnhG (EC 2.-.-.-)	"GO:0043164; GO:0016998; GO:0007047; GO:0016807; GO:0009252; GO:0008954; GO:0042597; GO:0008360; GO:0016755; GO:0016757"	"Cell shape; Cell wall biogenesis/degradation; Complete proteome; Glycosyltransferase; Hydrolase; Peptidoglycan synthesis; Periplasm; Signal; Transferase"	334		C6ECS7	ynhG ECBD_1967 ECD_01647	ynhG		ECBD_1967 ECD_01647	C6ECS7_ECOBD		Predicted		ErfK/YbiS/YcfS/YnhG family protein (Putative uncharacterized protein ynhG)	GO:0016998	"Complete proteome; Signal"	334
P32160	yiiQ		b3920	JW3891	YIIQ_ECOLI		Predicted		Uncharacterized protein yiiQ		"Complete proteome; Signal"	199		C6EEX8	yiiQ ECBD_4104 ECD_03805	yiiQ		ECBD_4104 ECD_03805	C6EEX8_ECOBD		Predicted		Putative uncharacterized protein (Putative uncharacterized protein yiiQ)		"Complete proteome; Signal"	199
P0AE22	aphA	napA yjbP	b4055	JW4015	APHA_ECOLI	Periplasm. 	Evidence at protein level	Class B bacterial acid phosphatase family	Class B acid phosphatase (EC 3.1.3.2)	"GO:0003993; GO:0046872; GO:0030288; GO:0005515"	"3D-structure; Complete proteome; Direct protein sequencing; Hydrolase; Magnesium; Metal-binding; Periplasm; Signal"	237		C6ED69	aphA ECBD_3977 ECD_03927	aphA		ECBD_3977 ECD_03927	C6ED69_ECOBD		Predicted		Acid phosphatase/phosphotransferase, class B, non-specific (EC 3.1.3.2) (HAD superfamily (Subfamily IIIB) phosphatase, TIGR01672) (EC 3.1.3.2)	"GO:0003993; GO:0030288; GO:0016740"	"Complete proteome; Hydrolase; Signal; Transferase"	237
P0AF40	yijD		b3964	JW3936	YIJD_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level		Inner membrane protein yijD	"GO:0016021; GO:0005886"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	119		C6EE45	yijD ECBD_4060 ECD_03849	yijD		ECBD_4060 ECD_03849	C6EE45_ECOBD		Predicted		Conserved inner membrane protein (Putative uncharacterized protein)		"Complete proteome; Signal"	119
P27840	yigE		b4482	JW5591	YIGE_ECOLI		Predicted		Uncharacterized protein yigE		Complete proteome	254		C6EFZ9	yigE ECBD_4226 ECD_03691	yigE		ECBD_4226 ECD_03691	C6EFZ9_ECOBD		Predicted		Periplasmic protein (Putative uncharacterized protein yigE)		"Complete proteome; Signal"	254
P0A9T8	ybbA		b0495	JW0484	YBBA_ECOLI		Inferred from homology	ABC transporter superfamily	Uncharacterized ABC transporter ATP-binding protein ybbA	"GO:0005524; GO:0016887; GO:0006810"	"ATP-binding; Complete proteome; Nucleotide-binding; Transport"	228		C6EKW9	ybbA ECBD_3161 ECD_00446	ybbA		ECBD_3161 ECD_00446	C6EKW9_ECOBD		Predicted	ABC transporter superfamily	ABC transporter related (Predicted transporter subunit: ATP-binding component of ABC superfamily)	"GO:0005524; GO:0016887"	"ATP-binding; Complete proteome; Nucleotide-binding; Signal"	228
P64634	yrfC		b3394	JW3357	YRFC_ECOLI		Predicted		Uncharacterized protein yrfC		Complete proteome	179		C6EFI2	yrfC ECBD_0353 ECD_03246	yrfC		ECBD_0353 ECD_03246	C6EFI2_ECOBD		Predicted		Fimbrial assembly family protein (Predicted fimbrial assembly protein)		"Complete proteome; Signal"	179
P36560	asr		b1597	JW5826	ASR_ECOLI	Periplasm. 	Evidence at protein level	Asr family	Acid shock protein	"GO:0042597; GO:0001101; GO:0010447; GO:0010043"	"Complete proteome; Direct protein sequencing; Periplasm; Signal"	102		C6EDQ1	asr ECBD_2049 ECD_01566	asr		ECBD_2049 ECD_01566	C6EDQ1_ECOBD		Predicted		Acid shock protein (Acid shock repeat protein)	"GO:0042597; GO:0010447"	"Complete proteome; Signal"	102
P0ABW5	sfmA		b0530	JW0519	SFMA_ECOLI	Fimbrium. 	Inferred from homology	Fimbrial protein family	Sfm fimbrial protein, A chain (Type-1A pilin)	"GO:0007155; GO:0009289"	"Complete proteome; Disulfide bond; Fimbrium; Signal"	180		C6EKT6	sfmA ECBD_3128 ECD_00480	sfmA		ECBD_3128 ECD_00480	C6EKT6_ECOBD		Predicted		Fimbrial protein (Predicted fimbrial-like adhesin protein)	"GO:0007155; GO:0009289"	"Complete proteome; Fimbrium; Signal"	180
P0A6L2	dapA		b2478	JW2463	DAPA_ECOLI	Cytoplasm. 	Evidence at protein level	DHDPS family	Dihydrodipicolinate synthase (DHDPS) (EC 4.2.1.52)	"GO:0005829; GO:0019877; GO:0008840"	"3D-structure; Amino-acid biosynthesis; Complete proteome; Cytoplasm; Diaminopimelate biosynthesis; Direct protein sequencing; Lyase; Lysine biosynthesis; Schiff base"	292		C6EKN3	dapA ECBD_1211 ECD_02370	dapA		ECBD_1211 ECD_02370	C6EKN3_ECOBD	Cytoplasm. 	Inferred from homology		Dihydrodipicolinate synthase	"GO:0005737; GO:0019877; GO:0008840"	"Amino-acid biosynthesis; Complete proteome; Cytoplasm; Diaminopimelate biosynthesis; Lyase; Lysine biosynthesis; Schiff base"	292
P64548	yfiR		b2603	JW2584	YFIR_ECOLI		Predicted		Uncharacterized protein yfiR		"Complete proteome; Signal"	172		C6EJY9	yfiR ECBD_1083 ECD_02492	yfiR		ECBD_1083 ECD_02492	C6EJY9_ECOBD		Predicted		Putative uncharacterized protein (Putative uncharacterized protein yfiR)		"Complete proteome; Signal"	172
P24228	dacB		b3182	JW3149	DACB_ECOLI	Periplasm. 	Evidence at protein level	Peptidase S13 family	D-alanyl-D-alanine carboxypeptidase dacB (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (D-alanyl-D-alanine endopeptidase) (DD-endopeptidase) (EC 3.4.21.-) (Penicillin-binding protein 4) (PBP-4)	"GO:0007049; GO:0016998; GO:0007047; GO:0000910; GO:0043093; GO:0004175; GO:0030288; GO:0008658; GO:0009252; GO:0009253; GO:0009254; GO:0005515; GO:0006508; GO:0008360; GO:0046677; GO:0042493; GO:0009002"	"3D-structure; Antibiotic resistance; Cell cycle; Cell division; Cell shape; Cell wall biogenesis/degradation; Complete proteome; Direct protein sequencing; Hydrolase; Peptidoglycan synthesis; Periplasm; Signal"	477		C6EH45	dacB ECBD_0560 ECD_03047	dacB		ECBD_0560 ECD_03047	C6EH45_ECOBD		Predicted		D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4) (D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase) (EC 3.4.16.4)	"GO:0006508; GO:0009002"	"Carboxypeptidase; Complete proteome; Hydrolase; Protease; Signal"	477
P77294	ydeR		b1503	JW1497	YDER_ECOLI	Fimbrium. 	Inferred from homology	Fimbrial protein family	Uncharacterized fimbrial-like protein ydeR	"GO:0007155; GO:0009289"	"Complete proteome; Disulfide bond; Fimbrium; Signal"	167		C6EEL4	ydeR ECBD_2136 ECD_01461	ydeR		ECBD_2136 ECD_01461	C6EEL4_ECOBD		Predicted		Fimbrial protein (Predicted fimbrial-like adhesin protein)	"GO:0007155; GO:0009289"	"Complete proteome; Fimbrium; Signal"	167
P23876	fepD		b0590	JW0582	FEPD_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	Binding-protein-dependent transport system permease family, FecCD subfamily	Ferric enterobactin transport system permease protein fepD	"GO:0016021; GO:0006826; GO:0005886; GO:0005215"	"Cell inner membrane; Cell membrane; Complete proteome; Ion transport; Iron; Iron transport; Membrane; Transmembrane; Transmembrane helix; Transport"	334		C6EKA5	fepD ECBD_3065 ECD_00557	fepD		ECBD_3065 ECD_00557	C6EKA5_ECOBD		Predicted		Iron-enterobactin transporter subunit (Transport system permease protein)	"GO:0016021; GO:0005886; GO:0005215"	"Cell membrane; Complete proteome; Membrane; Signal; Transmembrane; Transmembrane helix; Transport"	334
P76499	yfcP		b2333	JW2330	YFCP_ECOLI	Fimbrium. 	Inferred from homology	Fimbrial protein family	Uncharacterized fimbrial-like protein yfcP	"GO:0007155; GO:0009289"	"Complete proteome; Disulfide bond; Fimbrium; Signal"	179		C6ELC0	yfcP ECBD_1326 ECD_02258	yfcP		ECBD_1326 ECD_02258	C6ELC0_ECOBD		Predicted		Fimbrial protein (Predicted fimbrial-like adhesin protein)	"GO:0007155; GO:0009289"	"Complete proteome; Fimbrium; Signal"	183
P0AAL9	ykgJ		b0288	JW0282	YKGJ_ECOLI		Predicted		Uncharacterized protein ykgJ	"GO:0022900; GO:0051536; GO:0046872; GO:0006810"	"Complete proteome; Electron transport; Iron; Iron-sulfur; Metal-binding; Transport"	109		C6EA35	ykgJ ECBD_3369 ECD_00247	ykgJ		ECBD_3369 ECD_00247	C6EA35_ECOBD		Predicted		Predicted ferredoxin (Putative uncharacterized protein)		"Complete proteome; Signal"	109
P45955	ybgF		b0742	JW0732	YBGF_ECOLI		Evidence at protein level		Uncharacterized protein YbgF	GO:0005488	"3D-structure; Complete proteome; Signal"	263		C6EJJ5	ybgF ECBD_2918 ECD_00702	ybgF		ECBD_2918 ECD_00702	C6EJJ5_ECOBD		Predicted		Putative uncharacterized protein ybgF (Tol-pal system protein YbgF)	GO:0005488	"Complete proteome; Signal"	263
P77199	yaiT		b4580	JW0362 JW5051	YAIT_ECOLI		Uncertain		Putative uncharacterized protein yaiT	"GO:0007155; GO:0019867"	"Complete proteome; Signal"	968		C6ELL4	yaiT ECBD_3291 ECD_00321	yaiT		ECBD_3291 ECD_00321	C6ELL4_ECOBD		Predicted		Outer membrane autotransporter barrel domain protein (Putative uncharacterized protein yaiT)	"GO:0007155; GO:0019867"	"Complete proteome; Signal"	968
P24181	acrF	envD	b3266	JW3234	ACRF_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Inferred from homology	AcrB/AcrD/AcrF (TC 2.A.6) family	Acriflavine resistance protein F (Protein envD)	"GO:0007049; GO:0051301; GO:0016021; GO:0005886; GO:0005215"	"Cell cycle; Cell division; Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	1034		C6EGJ4	acrF ECBD_0479 ECD_03124	acrF		ECBD_0479 ECD_03124	C6EGJ4_ECOBD		Predicted		Multidrug efflux system protein (Transporter, hydrophobe/amphiphile efflux-1 (HAE1) family)	"GO:0016021; GO:0005215"	"Complete proteome; Signal"	1034
P00363	frdA		b4154	JW4115	FRDA_ECOLI		Evidence at protein level	FAD-dependent oxidoreductase 2 family, FRD/SDH subfamily	Fumarate reductase flavoprotein subunit (EC 1.3.99.1)	"GO:0050660; GO:0009061; GO:0001539; GO:0005737; GO:0009055; GO:0022900; GO:0006113; GO:0009296; GO:0016020; GO:0005515; GO:0000104; GO:0006810"	"3D-structure; Complete proteome; Electron transport; FAD; Flavoprotein; Oxidoreductase; Transport"	602		C6ECW9	frdA ECBD_3875 ECD_04026	frdA		ECBD_3875 ECD_04026	C6ECW9_ECOBD		Predicted		Fumarate reductase (EC 1.3.99.1) (Fumarate reductase, flavoprotein subunit)	"GO:0050660; GO:0009061; GO:0009055; GO:0022900; GO:0000104"	"Complete proteome; Oxidoreductase; Signal"	602
P25534	ubiH	visB	b2907	JW2875	UBIH_ECOLI		Evidence at protein level	UbiH/COQ6 family	2-octaprenyl-6-methoxyphenol hydroxylase (EC 1.14.13.-)	"GO:0008681; GO:0050660; GO:0055114; GO:0016709; GO:0005515; GO:0009416; GO:0006979; GO:0006744"	"Complete proteome; FAD; Flavoprotein; Monooxygenase; Oxidoreductase; Ubiquinone biosynthesis"	392		C6EIK1	ubiH ECBD_0830 ECD_02739	ubiH		ECBD_0830 ECD_02739	C6EIK1_ECOBD		Predicted		2-octaprenyl-6-methoxyphenyl hydroxylase (EC 1.14.13.-) (Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family)	"GO:0050660; GO:0055114; GO:0016709; GO:0006744"	"Complete proteome; Oxidoreductase; Signal; Ubiquinone"	392
P0AG78	sbp		b3917	JW3888	SUBI_ECOLI	Periplasm. 	Evidence at protein level	Prokaryotic sulfate-binding protein family	Sulfate-binding protein (Sulfate starvation-induced protein 2) (SSI2)	"GO:0030288; GO:0008271; GO:0015419"	"Complete proteome; Direct protein sequencing; Periplasm; Signal; Sulfate transport; Transport"	329		C6EEY1	sbp ECBD_4107 ECD_03802	sbp		ECBD_4107 ECD_03802	C6EEY1_ECOBD		Predicted		Sulfate ABC transporter, periplasmic sulfate-binding protein (Sulfate transporter subunit)	"GO:0030288; GO:0008271; GO:0015419"	"Complete proteome; Signal"	329
P0ABL1	nrfB	yjcI	b4071	JW4032	NRFB_ECOLI	Periplasm. 	Evidence at protein level		Cytochrome c-type protein nrfB	"GO:0022900; GO:0046872; GO:0042597; GO:0006810"	"3D-structure; Complete proteome; Electron transport; Heme; Iron; Metal-binding; Periplasm; Signal; Transport"	188		C6ED54	nrfB ECBD_3961 ECD_03943	nrfB		ECBD_3961 ECD_03943	C6ED54_ECOBD		Predicted		Cytochrome c nitrite reductase, pentaheme subunit (Nitrite reductase, formate-dependent, penta-heme cytochrome c)		"Complete proteome; Signal"	188
P75818	ybjP		b0865	JW0849	YBJP_ECOLI	"Cell membrane; Lipid-anchor. "	Evidence at protein level		Uncharacterized lipoprotein ybjP	GO:0005886	"Cell membrane; Complete proteome; Lipoprotein; Membrane; Palmitate; Signal"	171		C6EIB6	ybjP ECBD_2729 ECD_00870	ybjP		ECBD_2729 ECD_00870	C6EIB6_ECOBD		Predicted		Predicted lipoprotein (Putative lipoprotein)		"Complete proteome; Lipoprotein; Signal"	171
P32676	frwD	yijN	b3953	JW3925	PTFB3_ECOLI	Cytoplasm. 	Inferred from homology		Fructose-like phosphotransferase enzyme IIB component 3 (EC 2.7.1.69) (PTS system fructose-like EIIB component 3)	"GO:0005737; GO:0016301; GO:0016020; GO:0009401; GO:0008982; GO:0005351"	"Complete proteome; Cytoplasm; Kinase; Phosphotransferase system; Sugar transport; Transferase; Transport"	113		C6EE56	frwD ECBD_4071 ECD_03838	frwD		ECBD_4071 ECD_03838	C6EE56_ECOBD		Predicted		PTS system, fructose-specific, IIB subunnit (EC 2.7.1.69) (Predicted enzyme IIB component of PTS) (EC 2.7.1.69)	"GO:0016020; GO:0009401; GO:0008982; GO:0005351"	"Complete proteome; Signal; Transferase; Transport"	113
P39187	ytfJ		b4216	JW4175	YTFJ_ECOLI	Periplasm. 	Evidence at protein level		Uncharacterized protein ytfJ	GO:0042597	"Complete proteome; Direct protein sequencing; Periplasm; Signal"	184		C6ECC9	ytfJ ECBD_3814 ECD_04087	ytfJ		ECBD_3814 ECD_04087	C6ECC9_ECOBD		Predicted		Predicted transcriptional regulator (Uncharacterized protein YtfJ)		"Complete proteome; Signal"	185
P08400	phoR	nmpB	b0400	JW0390	PHOR_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level		Phosphate regulon sensor protein phoR (EC 2.7.13.3)	"GO:0005524; GO:0016021; GO:0018106; GO:0006817; GO:0005886; GO:0005515; GO:0006355; GO:0000155; GO:0000160"	"ATP-binding; Cell inner membrane; Cell membrane; Complete proteome; Kinase; Membrane; Nucleotide-binding; Phosphate transport; Phosphoprotein; Transferase; Transmembrane; Transmembrane helix; Transport; Two-component regulatory system"	431		C6ELI4	phoR ECBD_3261 ECD_00348	phoR		ECBD_3261 ECD_00348	C6ELI4_ECOBD		Predicted		PAS/PAC sensor signal transduction histidine kinase (Sensory histidine kinase in two-component regulatory system with PhoB) (EC 2.7.1.-)	"GO:0005524; GO:0016021; GO:0018106; GO:0005515; GO:0006355; GO:0000155; GO:0000160"	"ATP-binding; Complete proteome; Kinase; Nucleotide-binding; Signal; Transferase; Two-component regulatory system"	431
