Entry Name K12	Entry Name BL21(DE3)			Category	Suggested Category		Description	Protein Length	UNTREATED	TREATED			Cellular Component	Biological Process	GO Annotation	GO ID				Ishihama2008		Masuda2009		Taniguchi2010	
DAPD_ECOLI	C6EAB9	P0A9D8		A	F1?	This study	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117) (Tetrahydrodipicolinate N-succinyltransferase)	274	Y						cellular amino acid biosynthetic process|lysine biosynthetic process|diaminopimelate biosynthetic process	GO:0008652|GO:0019877|GO:0009085			7205	6,57E+02	1,25E+04	45,42	1909,42		
DEOB_ECOLI	C6EBI8	P0A6K6		A	F1?	This study	Phosphopentomutase (EC 5.4.2.7) (Phosphodeoxyribomutase)	407	Y				(cytoplasm)		isomerase activity|phosphopentomutase activity|metal ion binding	GO:0046872|GO:0008973|GO:0016853			3768	5,89E+01	3,09E+03	8,09	358,47	0,078566	7856,6
DEOD_ECOLI	C6EBI7	P0ABP8		A	F1?	This study	Purine nucleoside phosphorylase deoD-type (PNP) (EC 2.4.2.1)	239	Y				(cytosol)		purine nucleoside interconversion|purine nucleoside catabolic process	GO:0019686|GO:0006152			21216	6,10E+03	4,58E+04	50	2087,68	0,15759	15759
ILVD_ECOLI	C6EG40	P05791		A	F1?	This study	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	616	Y						cellular amino acid biosynthetic process|branched chain family amino acid biosynthetic process	GO:0008652|GO:0009082			443	2,12E-01	1,17E+02			0,0076861	768,61
ISCS_ECOLI	C6EKH7	P0A6B7		A	F1?	This study	Cysteine desulfurase (EC 2.8.1.7)	404	Y				(cytoplasm)		tRNA processing|oxazole or thiazole biosynthetic process|iron-sulfur cluster assembly|tRNA pseudouridine synthesis	GO:0031119|GO:0016226|GO:0018131|GO:0008033			12785	7,84E+01	3,65E+03	18,57	802,26	0,33902	33902
ISPG_ECOLI	C6EKJ4	P62620		A	F1?	This study	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (EC 1.17.7.1) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)	372	Y						oxidation-reduction process|isoprenoid biosynthetic process	GO:0008299|GO:0055114			773	3,16E+00	5,65E+02	2,46	113,03	0,016418	1641,8
KAD_ECOLI	C6EKZ0	P69441		A	F1?	This study	Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase)	214	Y				(cytoplasm)		purine ribonucleotide interconversion|purine ribonucleotide biosynthetic process|nucleotide biosynthetic process|phosphorylation	GO:0016310|GO:0015951|GO:0009165|GO:0009152			11809	9,90E+01	4,18E+03	17,96	402,59	0,30843	30843
KBL_ECOLI	C6EDH2	P0AB77		A	F1?	This study	2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)	398	Y				(cytoplasm)	(biosynthetic+process)	pyridoxal phosphate binding|transferase activity|glycine C-acetyltransferase activity|acyltransferase activity|ligase activity|metal ion binding	GO:0008415|GO:0046872|GO:0016740|GO:0030170|GO:0008890|GO:0016874			982	7,58E+00	9,39E+02	24,12	1033,75	0,0097452	974,52
KPRS_ECOLI	C6EGQ9	P0A717		A	F1?	This study	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	337	Y				(cytoplasm)		nucleotide biosynthetic process|phosphorylation	GO:0016310|GO:0009165			5344	5,52E+01	2,98E+03	26,38	1127,52	0,11925	11925
KPYK2_ECOLI	C6EBX3	P21599		A	F1?	This study	Pyruvate kinase (EC 2.7.1.40)	480	Y				(cytosol)		glycolysis|metabolic process|phosphorylation	GO:0016310|GO:0008152|GO:0006096			2042	4,34E+00	6,79E+02	13,07	404,41	0,050419	5041,9
METH_ECOLI	C6EE05	P13009		A	F1?	This study	B12-dependent methionine synthase (EC 2.1.1.13) (Methionine synthase)	1227	Y				(cytoplasm)		cellular amino acid biosynthetic process|methionine biosynthetic process|methylation	GO:0008652|GO:0032259|GO:0009086			64	2,33E-01	1,24E+02	0,09	4,57		
NDK_ECOLI	C6EKJ1	P0A763		A	F1?	This study	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	143	Y				(cytoplasm)		phosphorylation|nucleotide metabolic process	GO:0016310|GO:0009117			6388	1,46E+02	5,23E+03	41,17	1735,95	0,12198	12198
ODO1_ECOLI	C6EJL2	P0AFG3		A	F1?	This study	2-oxoglutarate dehydrogenase, E1 subunit (EC 1.2.4.2) (Alpha-ketoglutarate decarboxylase) (EC 1.2.4.2)	933	Y				(cytosol)		oxidation-reduction process|glycolysis	GO:0006096|GO:0055114			2770	1,38E+01	1,33E+03	14,44	628,64	0,063527	6352,7
ODO2_ECOLI	C6EJL1	P0AFG6		A	F1?	This study	2-oxoglutarate dehydrogenase, E2 subunit, dihydrolipoamide succinyltransferase (Dihydrolipoamide acetyltransferase) (EC 2.3.1.61)	405	Y						tricarboxylic acid cycle	GO:0006099			2261	3,06E+01	2,11E+03	30,62	2411,74		
PDXH_ECOLI	C6EDK7	P0AFI7		A	F1?	This study	Pyridoxine/pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5) (PNP/PMP oxidase) (Pyridoxal 5'-phosphate synthase)	218	Y						oxidation-reduction process|pyridoxine biosynthetic process|pyridoxal 5'-phosphate salvage	GO:0008615|GO:0009443|GO:0055114			504	1,15E+00	3,15E+02	3,08	140,56	0,010568	1056,8
PFLB_ECOLI	C6EK07	P09373		A	F1?	This study	Autonomous glycyl radical cofactor	127	Y				(cytoplasm)	(carbohydrate+metabolic+process)	glucose metabolic process|carbohydrate metabolic process	GO:0006006|GO:0005975			7459	6,21E+02	1,21E+04	19,59	641,14	0,096355	9635,5
PFLB_ECOLI	C6EI79	P09373		A	F1?	This study	Formate acetyltransferase (EC 2.3.1.54) (Pyruvate formate lyase I) (EC 2.3.1.54)	760	Y				(cytoplasm)	(carbohydrate+metabolic+process)					7459	6,21E+02	1,21E+04	19,59	641,14	0,096355	9635,5
PGK_ECOLI	C6EII3	P0A799		A	F1?	This study	Phosphoglycerate kinase (EC 2.7.2.3)	387	Y				(cytoplasm)		glycolysis|phosphorylation	GO:0016310|GO:0006096			49821	3,38E+04	1,24E+05	64,79	1285,46	0,24179	24179
																									
RLME_ECOLI	C6EH48	P0C0R7		A	F1?	This study	Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.-) (23S rRNA Um2252 methyltransferase) (rRNA (uridine-2'-O-)-methyltransferase)	209	Y				(cytoplasm)	(response+to+stress)	enzyme-directed rRNA 2'-O-methylation|methylation|rRNA processing|response to stress	GO:0000453|GO:0006950|GO:0032259|GO:0006364			240	6,68E-01	2,29E+02	0,43	20,84	0,0047117	471,17
RLUB_ECOLI	C6EFW8	P37765		A	F1?	This study	Pseudouridine synthase (EC 5.4.99.-)	291	Y						rRNA processing|enzyme-directed rRNA pseudouridine synthesis	GO:0000455|GO:0006364			913	1,51E+00	3,68E+02	6,08	271,77	0,021	2100
RLUF_ECOLI	C6EE02	P32684		A	F1?	This study	Pseudouridine synthase (EC 5.4.99.-)	290	Y						rRNA processing|enzyme-directed rRNA pseudouridine synthesis	GO:0000455|GO:0006364			13			0,26	12,79		
PPSA_ECOLI	C6ECQ5	P23538		A	F1?	This study	Phosphoenolpyruvate synthase (EC 2.7.9.2)	792	Y						gluconeogenesis|phosphorylation	GO:0016310|GO:0006094			2612			8,52	376,93	0,048476	4847,6
																									
																									
STHA_ECOLI	C6EE47	P27306		A	F1?	This study	Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	466	Y						oxidation-reduction process	GO:0055114			388	5,20E-01	1,98E+02	13,25	578,35		
																									
SUCC_ECOLI	C6EJL0	P0A836		A	F1?	This study	Succinyl-CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta)	388	Y				(cytoplasm)		tricarboxylic acid cycle	GO:0006099			1717	1,01E+01	1,11E+03	10,72	2324,65		
SUCD_ECOLI	C6EJK9	P0AGE9		A	F1?	This study	Succinyl-CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5)	289	Y				(cytoplasm)		tricarboxylic acid cycle	GO:0006099			1599	3,88E+01	2,42E+03	26,83	778,03		
SUHB_ECOLI	C6EKH4	P0ADG4		A	F1?	This study	Inositol monophosphatase	267	Y				(cytoplasm)		inositol phosphate dephosphorylation	GO:0046855			2058	6,21E+01	3,19E+03	21,54	926,36		
TALB_ECOLI	C6EBG1	P0A870		A	F1?	This study	Transaldolase (EC 2.2.1.2)	317	Y						pentose-phosphate shunt	GO:0006098			4913	3,15E+02	8,19E+03	53,84	1636,47		
TPIS_ECOLI	C6EEX9	P0A858		A	F1?	This study	Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Triose-phosphate isomerase)	255	Y				(cytosol)		pentose-phosphate shunt|gluconeogenesis|glycolysis	GO:0006098|GO:0006094|GO:0006096			21224	2,78E+03	2,90E+04	45,42	1906,06	0,32767	32767
TPX_ECOLI	C6EFQ8	P0A862		A	F1?	This study	Redoxin domain protein (Thiol peroxidase) (EC 1.11.1.-)	168	Y				(cytoplasm)		oxidation-reduction process|cellular response to oxidative stress	GO:0034599|GO:0055114			7168	6,80E+02	1,28E+04	36,28	1535,67		
TREC_ECOLI	C6ECA9	P28904		A	F1?	This study	Alpha,alpha-phosphotrehalase (Trehalose-6-P hydrolase) (EC 3.2.1.93)	551	Y				(cytoplasm)		metabolic process	GO:0008152			501	9,95E-01	2,89E+02	16,43	712,46		
YAEH_ECOLI	C6EAC1	P62768		A	F1?	This study	UPF0325 protein yaeH	128	Y										3919	6,20E+00	8,35E+02	9	398	0,10524	10524
YBEB_ECOLI	C6EK56	P0AAT6		A	F1?	This study	Iojap-related protein (Putative uncharacterized protein ybeB)	105	Y				(cytoplasm)						2338	9,00E+00	1,04E+03	9	398	0,055747	5574,7
YFIF_ECOLI	C6EK05	P0AGJ5		A	F1?	This study	Predicted methyltransferase (EC 2.1.1.-) (tRNA/rRNA methyltransferase (SpoU))	345	Y						methylation	GO:0032259			385	1,28E+00	3,33E+02	1,87	86,65	0,0073575	735,75
YGAU_ECOLI	C6EJW0	P0ADE6		A	F1?	This study	Contains Peptidoglycan-binding LysM and phospholipid binding Bon domain/No signal peptide/F2?F1?	149	Y										234	1,85E+00	4,14E+02	1,15	54,08		
YGGL_ECOLI	C6EIF1	P38521		A	F1?	This study	Putative uncharacterized protein (Putative uncharacterized protein yggL)	108	Y										401	3,64E+00	6,13E+02	4,18	188,99		
YIFE_ECOLI	C6EG45	P0ADN2		A	F1?	This study	Putative uncharacterized protein (Putative uncharacterized protein yifE)	112	Y										7932	6,80E+02	1,28E+04	73,99	3064,53		
YJGA_ECOLI	C6ECB5	P0A8X0		A	F1?	This study	UPF0307 protein yjgA	183	Y				(cytoplasm)						1606	3,06E+01	2,11E+03	2,16	99,64	0,026091	2609,1
GATD_ECOLI	C6EAL9	P0A9S3		A	F1?	This study	Alcohol dehydrogenase GroES domain protein (Galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding) (EC 1.1.1.251)	346	Y						oxidation-reduction process|galactitol catabolic process|galactitol metabolic process	GO:0019402|GO:0055114|GO:0019404			346	3,33E+00	5,82E+02	2,41	110,81		
ACON2_ECOLI	C6EAT9	P36683		A	F1?	This study	Aconitate hydratase 2 (EC 4.2.1.3)	865	Y						propionate catabolic process, 2-methylcitrate cycle|tricarboxylic acid cycle|regulation of translation	GO:0006099|GO:0006417|GO:0019629			4030	1,97E+01	1,63E+03	33,55	739,77	0,097198	9719,8
PYRG_ECOLI	C6EJ92	P0A7E5		A	F1?	This study	CTP synthase (EC 6.3.4.2) (CTP synthetase) (UTP--ammonia ligase)	545	Y				(cytosol)		glutamine metabolic process|pyrimidine nucleotide biosynthetic process|CTP biosynthetic process	GO:0006541|GO:0006221|GO:0006241			1010	1,60E+01	1,45E+03	13,03	569,03		
TYPH_ECOLI	C6EBI9	P07650		A	F1?	This study	Thymidine phosphorylase (EC 2.4.2.4) (TdRPase)	440	Y						thymidine phosphorylase activity|transferase activity, transferring glycosyl groups|transferase activity	GO:0016757|GO:0009032|GO:0016740			5031	4,48E+02	1,00E+04	1,33	62,27		
																									
																									
																									
																									
																									
																									
FTSA_ECOLI	C6EAW1	P0ABH0		F1		curated	Cell division protein (Cell division protein FtsA)	420	Y	Y				(cell+cycle::cell+division)	regulation of cell shape|cell cycle|cell division|cytokinesis	GO:0051301|GO:0000910|GO:0007049|GO:0008360			1293			1,82	84	0,025021	2502,1
FTSE_ECOLI	C6EFB1	P0A9R7		F1		curated	Type II (General) Secretory Pathway (IISP) Family protein	222	Y	Y			(cytoplasm)	(cell+cycle::cell+division)	response to antibiotic|cell cycle|cell division|cytokinesis	GO:0046677|GO:0051301|GO:0000910|GO:0007049			60			1,28	60		
FTSZ_ECOLI	C6EAW0	P0A9A6		F1		curated	Cell division protein ftsZ	383	Y	Y			(cytoplasm::protein+complex)	(cell+cycle::cell+division)	protein polymerization|barrier septum formation|cell cycle|cell division	GO:0051258|GO:0051301|GO:0000917|GO:0007049			856	7,96E+00	9,66E+02	17,23	746,07		
MREB_ECOLI	C6EGL0	P0A9X4		F1		curated	Cell shape determining protein, MreB/Mrl family (Cell wall structural complex MreBCD, actin-like component MreB)	347	Y	Y				(cell+morphogenesis)	regulation of cell shape	GO:0008360			3903	1,68E+01	1,49E+03	28,55	1217,34	0,090006	9000,6
MURG_ECOLI	C6EAW5	P17443		F1		curated	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	355	Y	Y			(plasma+membrane)	(cell+cycle::cell+division)	regulation of cell shape|peptidoglycan biosynthetic process|cell cycle|cell division|cellular cell wall organization	GO:0009252|GO:0051301|GO:0008360|GO:0007049|GO:0007047			235	3,59E-01	1,60E+02	0,26	12,79	0,0053294	532,94
NUOCD_ECOLI	C6E9R6	P33599		F1		curated	NADH dehydrogenase I, D subunit (NADH:ubiquinone oxidoreductase, chain C,D) (EC 1.6.5.3)	600	Y	Y			(cytoplasm::plasma+membrane)	(transport)	oxidation-reduction process|transport|metabolic process|anaerobic respiration	GO:0006810|GO:0008152|GO:0009061|GO:0055114			800	2,92E+00	5,40E+02	13,53	590,19	0,012685	1268,5
PLSB_ECOLI	C6EDX9	P0A7A7		F1		curated	Glycerol-3-phosphate acyltransferase (GPAT) (EC 2.3.1.15)	807	Y	Y					phospholipid biosynthetic process	GO:0008654			647	3,01E-01	1,44E+02	2,95	135	0,016615	1661,5
PLSC_ECOLI	C6EHX6	P26647		F1		curated	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	245	Y	Y					phospholipid biosynthetic process	GO:0008654			49			1,03	49		
PSS_ECOLI	C6EK01	P23830		F1		curated	Phosphatidylserine synthase (EC 2.7.8.8) (Phospholipase D/Transphosphatidylase)	451	Y	Y			(cytoplasm::plasma+membrane)		phospholipid biosynthetic process	GO:0008654			1322	4,25E-01	1,76E+02	2,16	99,64	0,036911	3691,1
PUTA_ECOLI	C6EHJ3	P09546		F1		curated	Delta-1-pyrroline-5-carboxylate dehydrogenase (Fused DNA-binding transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase) (EC 1.5.1.12) (EC 1.5.99.8)	1320	Y	Y					oxidation-reduction process|transcription, DNA-dependent|proline catabolic process to glutamate|regulation of transcription, DNA-dependent|proline metabolic process|metabolic process	GO:0008152|GO:0006355|GO:0006351|GO:0010133|GO:0055114|GO:0006560			373	1,25E+00	3,29E+02	5,74	257,02	0,0053439	534,39
SECA_ECOLI	C6EAV7	P10408		F1		curated	Protein translocase subunit secA	901	Y	Y			(cytoplasm::plasma+membrane)	(protein+targeting)	transport|protein transport|transmembrane transport	GO:0006810|GO:0055085|GO:0015031			1215	2,73E+00	5,18E+02	5,17	232,24	0,028944	2894,4
UGPC_ECOLI	C6EFC4	P10907		F1		curated	ABC transporter related	356	Y	Y			(plasma+membrane)		carbohydrate transport|glycerol-3-phosphate transport|transport|glycerol-2-phosphate transport	GO:0070811|GO:0006810|GO:0008643|GO:0015794									
YEFI_ECOLI	C6EB51	P37751		F1		curated	Glycosyl transferase group 1 (Putative glycosyltransferase WbbC)	370	Y	Y			(plasma+membrane)	(biosynthetic+process)	lipopolysaccharide biosynthetic process	GO:0009103			2510					0,025102	2510,2
DNAA_ECOLI	C6ECH7	P03004		F1		curated	Chromosomal replication initiator protein dnaA	467		Y			(cytoplasm)		regulation of DNA replication|DNA replication|DNA-dependent DNA replication	GO:0006260|GO:0006261|GO:0006275			428	1,94E-01	1,12E+02	0,48	23,18	0,011497	1149,7
HFLD_ECOLI	C6EGV9	P25746		F1		curated	High frequency lysogenization protein hflD	213		Y					response to heat	GO:0009408			54			1,15	54,08		
MLAF_ECOLI	C6EH32	P63386		F1		curated	ABC transporter related (Predicted toluene transporter subunit: ATP-binding component of ABC superfamily)	269		Y			(plasma+membrane)		transport|phospholipid transport	GO:0006810|GO:0015914			37			0,78	37,12		
PYRD_ECOLI	C6EI37	P0A7E1		F1		curated	Dihydroorotate dehydrogenase (EC 1.3.5.2) (DHOdehase) (Dihydroorotate oxidase)	336		Y			(plasma+membrane)		oxidation-reduction process|cellular amino acid biosynthetic process|pyrimidine nucleotide biosynthetic process|diaminopimelate biosynthetic process	GO:0008652|GO:0006221|GO:0019877|GO:0055114			306	4,13E-01	1,73E+02	9,96	438,54		
RNFB_ECOLI	C6EDL8	P77223		F1		curated	Electron transport complex protein rnfB	192		Y					transport|electron transport chain	GO:0006810|GO:0022900			205					0,0020498	204,98
YADG_ECOLI	C6EAT0	P36879		F1		curated	ABC transporter related (Predicted transporter subunit: ATP-binding component of ABC superfamily)	308		Y				(transport)	transport	GO:0006810			308	3,34E-01	1,53E+02			0,0046328	463,28
YBJX_ECOLI	C6EIA4	P75829		F1		curated	Putative uncharacterized protein (Putative uncharacterized protein ybjX)	330		Y									259			3,33	152	0,003654	365,4
ACP_ECOLI	C6EHC0	P0A6A8		F1		curated	Acyl carrier protein (ACP)	78	Y				(cytoplasm)		lipid biosynthetic process|fatty acid biosynthetic process	GO:0006633|GO:0008610			24209	4,63E+02	1,02E+04	999	38218,95		
ATPE_ECOLI	C6EG72	P0A6E6		F1		curated	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	139	Y				(plasma+membrane)		transport|proton transport|ion transport|ATP synthesis coupled proton transport|ATP biosynthetic process	GO:0006810|GO:0015986|GO:0006754|GO:0015992|GO:0006811			1530	9,90E+01	4,18E+03	9	398	0,00010535	10,535
BETA_ECOLI	C6ELS0	P17444		F1		curated	Choline dehydrogenase (EC 1.1.99.1)	556	Y				(plasma+membrane)	(response+to+stress)	oxidation-reduction process|glycine betaine biosynthetic process from choline|response to osmotic stress|response to stress	GO:0019285|GO:0006970|GO:0006950|GO:0055114									
FRDA_ECOLI	C6ECW9	P00363		F1		curated	Fumarate reductase (EC 1.3.99.1) (Fumarate reductase, flavoprotein subunit)	602	Y				(cytoplasm)	(transport)	oxidation-reduction process|transport|electron transport chain	GO:0006810|GO:0022900|GO:0055114			186	2,41E-01	1,27E+02	5,47	245,29		
LPTB_ECOLI	C6EH26	P0A9V1		F1		curated	ABC transporter related (Predicted transporter subunit: ATP-binding component of ABC superfamily)	241	Y						transport|lipopolysaccharide transport	GO:0006810|GO:0015920			161	4,25E-01	1,76E+02	3,22	146,75		
MDH_ECOLI	C6EGZ6	P61889		F1		curated	Malate dehydrogenase (EC 1.1.1.37)	312	Y				(cytoplasm::cytosol)		oxidation-reduction process|glycolysis|malate metabolic process|tricarboxylic acid cycle|fermentation|anaerobic respiration	GO:0006099|GO:0006096|GO:0009061|GO:0055114|GO:0006108|GO:0006113			1986	6,92E+01	3,39E+03	86,99	582,65		
NUOB_ECOLI	C6E9R5	P0AFC7		F1		curated	NADH-quinone oxidoreductase subunit B (EC 1.6.99.5) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	220	Y				(plasma+membrane)		oxidation-reduction process|electron transport coupled proton transport|transport|anaerobic respiration|aerobic respiration	GO:0006810|GO:0015990|GO:0009061|GO:0055114|GO:0009060			1072	9,00E+00	1,04E+03	4,41	199,06	0,019762	1976,2
ODP2_ECOLI	C6EAU2	P06959		F1		curated	Dihydrolipoamide acetyltransferase (EC 2.3.1.12) (Pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase) (EC 2.3.1.12)	630	Y				(cytoplasm)		glycolysis	GO:0006096			16408	3,04E+02	8,02E+03	17,84	2785,78	0,38417	38417
PPK_ECOLI	C6EKL0	P0A7B1		F1		curated	Polyphosphate kinase (EC 2.7.4.1)	688	Y				(cytosol::plasma+membrane)		phosphorylation	GO:0016310			533			0,14	7,02	0,010591	1059,1
PSPA_ECOLI	C6EFS8	P0AFM6		F1		curated	Phage shock protein A, PspA (Regulatory protein for phage-shock-protein operon)	222	Y						response to heat|response to stress	GO:0006950|GO:0009408									
PTNAB_ECOLI	C6EC13	P69797		F1		curated	Fused mannose-specific PTS enzymes: IIA component/IIB component (EC 2.7.1.69) (PTS system, mannose/fructose/sorbose family, IIA subunit) (EC 2.7.1.69)	323	Y				(cytoplasm::plasma+membrane)	(transport)	carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	GO:0006810|GO:0016310|GO:0008643|GO:0009401			1217	3,92E+00	6,40E+02	12,69	554,63	0,024573	2457,3
RPOE_ECOLI	C6EK14	P0AGB6		F1		curated	RNA polymerase sigma factor	191	Y					(response+to+stress)	regulation of transcription, DNA-dependent|transcription, DNA-dependent|response to stress	GO:0006355|GO:0006950|GO:0006351			229	6,68E-01	2,29E+02				
SECB_ECOLI	C6EDI0	P0AG86		F1		curated	Protein-export protein secB	155	Y				(cytoplasm)	(protein+targeting)	transport|protein targeting|protein transport|protein transport by the Sec complex|transmembrane transport	GO:0006810|GO:0006605|GO:0055085|GO:0043952|GO:0015031			15665	6,21E+01	3,19E+03	62	2585,84	0,4122	41220
SEQA_ECOLI	C6EJP7	P0AFY8		F1		curated	Regulatory protein for replication initiation (SeqA family protein)	181	Y						negative regulation of DNA replication	GO:0008156			1444	1,19E+01	1,22E+03	11,59	507,96	0,026038	2603,8
MQO_ECOLI	C6E9Y9	P33940		F1		curated	Probable malate:quinone oxidoreductase (EC 1.1.5.4) (MQO) (Malate dehydrogenase [quinone])	548	Y						oxidation-reduction process|tricarboxylic acid cycle	GO:0006099|GO:0055114			72	2,02E-01	1,14E+02	0,64	30,64		
ODP1_ECOLI	C6EAU3	P0AFG8		F1		curated	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	887	Y				(cytosol)		oxidation-reduction process|glycolysis|acetyl-CoA biosynthetic process from pyruvate	GO:0006096|GO:0055114|GO:0006086			17442	8,47E+02	1,45E+04	47,33	3842,58	0,33982	33982
SRP54_ECOLI	C6EJY2	P0AGD7		F1		curated	Signal Recognition Particle (SRP) component with 4.5S RNA (Ffs) (Signal recognition particle protein)	453	Y	Y					protein targeting to membrane	GO:0006612			346	1,45E+00	3,59E+02	7,48	332,24		
EFTU2_ECOLI	C6EE39	P0CE48		F1		curated	Elongation factor Tu	394	Y	Y					translational elongation|response to antibiotic|translation	GO:0046677|GO:0006412|GO:0006414			91672					0,91672	91672
LEPA_ECOLI	C6EK18	P60785		F1		curated	Elongation factor 4/GTP-binding protein LepA	599	Y				(plasma+membrane)		translational elongation|translation	GO:0006412|GO:0006414			1266	5,19E+00	7,53E+02	8,28	366,63	0,02678	2678
PCNB_ECOLI	C6EAE1	P0ABF1		F1		curated	Poly(A) polymerase (EC 2.7.7.19)/RNA degradasome component/PAP I also localizes to the inner membrane during exponential growth	472	Y						plasmid maintenance|mRNA processing|mRNA polyadenylation|transcription, DNA-dependent|RNA modification	GO:0006397|GO:0006276|GO:0009451|GO:0006351|GO:0006378			426	4,92E-01	1,92E+02	0,39	18,96	0,010659	1065,9
HFLX_ECOLI	C6ECH6	P25519		F1		curated	GTP-binding proten HflX (GTPase and ATPase)	426	Y						response to heat	GO:0009408			107	3,89E-01	1,67E+02	0,98	46,31		
																									
ACRB_ECOLI	C6EL02	P31224		B			Multidrug efflux system protein (Transporter, hydrophobe/amphiphile efflux-1 (HAE1) family)	1049	Y	Y			(chromosome::cytoplasm::plasma+membrane)	(transport)	transport	GO:0006810			395	1,71E+00	3,95E+02				
ARNC_ECOLI	C6E9U6	P77757		B			Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.7.8.n1) (Undecaprenyl-phosphate Ara4FN transferase)	322	Y	Y			(plasma+membrane)		response to antibiotic|lipid biosynthetic process|lipid A biosynthetic process|lipopolysaccharide biosynthetic process	GO:0046677|GO:0009103|GO:0008610|GO:0009245									
ATMA_ECOLI	C6ECA6	P0ABB8		B			Magnesium transporter (EC 3.6.3.1) (Magnesium-translocating P-type ATPase) (EC 3.6.3.2)	898	Y	Y					hydrolase activity|magnesium-importing ATPase activity|nucleotide binding|metal ion binding|ATP binding	GO:0046872|GO:0005524|GO:0016787|GO:0000166|GO:0015444			360	1,93E+00	4,24E+02	0,18	8,96	0,00646	646
ATPF_ECOLI	C6EG67	P0ABA0		B			ATP synthase subunit b	156	Y	Y					transport|proton transport|ion transport|ATP synthesis coupled proton transport|ATP biosynthetic process	GO:0006810|GO:0015986|GO:0006754|GO:0015992|GO:0006811			4435	6,94E+00	8,92E+02	198,53	7978,89		
ATZN_ECOLI	C6EFA5	P37617		B			Heavy metal translocating P-type ATPase	732	Y	Y			(plasma+membrane)		response to cadmium ion|detoxification of zinc ion	GO:0046686|GO:0010312			135			0,43	20,84	0,0025014	250,14
CORA_ECOLI	C6EFZ7	P0ABI4		B			Magnesium and cobalt transport protein CorA (Magnesium/nickel/cobalt transporter)	316	Y	Y			(plasma+membrane)	(transmembrane+transport::transport)	transport|ion transport	GO:0006810|GO:0006811			536	5,85E-01	2,12E+02	3,92	177,58	0,012192	1219,2
CPTA_ECOLI	C6EE54	P0CB39		B			Conserved inner membrane protein (Sulfatase)	577	Y	Y					lipid biosynthetic process|lipopolysaccharide biosynthetic process	GO:0009103|GO:0008610			66	1,79E-01	1,06E+02	0,53	25,52		
CPXA_ECOLI	C6EEY6	P0AE82		B			Histidine kinase (Two-component sensor protein) (EC 2.7.1.-)	457	Y	Y					protein autophosphorylation|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160|GO:0046777									
CYCA_ECOLI	C6ECD6	P0AAE0		B			Amino acid permease-associated region (D-alanine/D-serine/glycine transporter)	470	Y	Y			(plasma+membrane)	(transmembrane+transport::transport)	amino acid transport|transport	GO:0006810|GO:0006865									
CYDA_ECOLI	C6EJK5	P0ABJ9		B			Cytochrome bd ubiquinol oxidase subunit I (Cytochrome d terminal oxidase, subunit I) (EC 1.9.3.-)	522	Y	Y			(plasma+membrane)	(transport)	oxidation-reduction process|cytochrome complex assembly|transport|electron transport chain	GO:0006810|GO:0022900|GO:0017004|GO:0055114			6813	2,73E+00	5,18E+02	3,64	165,27	0,19755	19755
CYDC_ECOLI	C6EI96	P23886		B			ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease/ATP-binding protein CydC (Fused cysteine transporter subunits of ABC superfamily: membrane component/ATP-binding component)	573	Y	Y			(plasma+membrane)	(transmembrane+transport::transport)	transport	GO:0006810			346			0,32	15,65	0,0067555	675,55
